Sig Name	G1, 1
Format	Mag	Scaling	EUrms
Chan	1
Chan Name	I1

Hz	in/s
              0	              0
            0.5	  2.283551e-005
              1	  5.027495e-007
            1.5	  2.573832e-007
              2	   1.83656e-007
            2.5	  1.288849e-007
              3	  8.126436e-008
            3.5	  6.423844e-008
              4	  5.227534e-008
            4.5	   4.43423e-008
              5	  3.864868e-008
            5.5	  3.806283e-008
              6	  3.292254e-008
            6.5	  2.587141e-008
              7	  2.258411e-008
            7.5	  2.207755e-008
              8	  1.798848e-008
            8.5	  1.704375e-008
              9	  1.440698e-008
            9.5	  1.256613e-008
             10	   1.39408e-008
           10.5	  1.255524e-008
             11	  1.352076e-008
           11.5	  1.422206e-008
             12	  1.164541e-008
           12.5	  9.598483e-009
             13	  9.444854e-009
           13.5	    8.7274e-009
             14	  7.296172e-009
           14.5	  7.746014e-009
             15	  7.622265e-009
           15.5	  7.756579e-009
             16	   5.71744e-009
           16.5	  5.248073e-009
             17	  5.485687e-009
           17.5	  5.791974e-009
             18	  5.858504e-009
           18.5	  4.786874e-009
             19	   4.86853e-009
           19.5	   4.68573e-009
             20	  3.968317e-009
           20.5	  4.234746e-009
             21	  4.586436e-009
           21.5	  4.690992e-009
             22	  4.481879e-009
           22.5	  4.230856e-009
             23	  4.072205e-009
           23.5	  4.205882e-009
             24	  4.020563e-009
           24.5	  4.143455e-009
             25	  4.133481e-009
           25.5	  4.005127e-009
             26	  3.423197e-009
           26.5	  3.287804e-009
             27	    2.9447e-009
           27.5	  2.985862e-009
             28	  3.321261e-009
           28.5	  3.029477e-009
             29	  2.523344e-009
           29.5	  2.385238e-009
             30	  2.628509e-009
           30.5	  2.574874e-009
             31	  2.521969e-009
           31.5	  2.490951e-009
             32	  2.553384e-009
           32.5	  2.683317e-009
             33	  2.631361e-009
           33.5	  2.390673e-009
             34	  2.385517e-009
           34.5	  2.337248e-009
             35	  2.143795e-009
           35.5	  2.342001e-009
             36	  1.882228e-009
           36.5	   2.06944e-009
             37	  2.011186e-009
           37.5	  1.763394e-009
             38	  1.667529e-009
           38.5	  1.764457e-009
             39	  1.943638e-009
           39.5	  1.884364e-009
             40	  1.802007e-009
           40.5	  1.661125e-009
             41	  1.895267e-009
           41.5	  1.627946e-009
             42	  1.776106e-009
           42.5	  2.096042e-009
             43	  1.712698e-009
           43.5	  1.673134e-009
             44	  1.806421e-009
           44.5	  1.667345e-009
             45	  1.525177e-009
           45.5	  1.490697e-009
             46	  1.491146e-009
           46.5	  1.418014e-009
             47	  1.515804e-009
           47.5	  1.649769e-009
             48	  1.580546e-009
           48.5	  1.512792e-009
             49	  1.410429e-009
           49.5	  1.418886e-009
             50	  1.379512e-009
           50.5	  1.287396e-009
             51	  1.266837e-009
           51.5	   1.21491e-009
             52	  1.150187e-009
           52.5	  1.253732e-009
             53	  1.288867e-009
           53.5	  1.101222e-009
             54	  1.179697e-009
           54.5	  1.057739e-009
             55	  1.085649e-009
           55.5	  1.120665e-009
             56	  1.183884e-009
           56.5	   1.16159e-009
             57	  9.422304e-010
           57.5	  8.451503e-010
             58	  9.989122e-010
           58.5	  1.061639e-009
             59	  1.119444e-009
           59.5	  1.414821e-009
             60	  1.952682e-009
           60.5	  1.279693e-009
             61	  9.155273e-010
           61.5	  1.004391e-009
             62	  9.707943e-010
           62.5	  9.454155e-010
             63	  9.194359e-010
           63.5	  9.390287e-010
             64	  8.647629e-010
           64.5	  8.848337e-010
             65	  8.611835e-010
           65.5	  8.510567e-010
             66	  9.461307e-010
           66.5	  9.678911e-010
             67	  7.960366e-010
           67.5	   7.85295e-010
             68	  8.645039e-010
           68.5	  9.334826e-010
             69	  7.928735e-010
           69.5	  7.547377e-010
             70	  7.559157e-010
           70.5	  7.912429e-010
             71	  8.016153e-010
           71.5	  8.511054e-010
             72	  8.286073e-010
           72.5	  6.837427e-010
             73	  7.854481e-010
           73.5	  7.204065e-010
             74	  6.662993e-010
           74.5	  7.139377e-010
             75	  7.755743e-010
           75.5	  6.574868e-010
             76	  6.342478e-010
           76.5	  7.340109e-010
             77	  7.333006e-010
           77.5	  6.991661e-010
             78	  6.557367e-010
           78.5	    6.9051e-010
             79	  6.908358e-010
           79.5	  5.945328e-010
             80	  7.007697e-010
           80.5	  7.294472e-010
             81	  7.132843e-010
           81.5	   6.35867e-010
             82	  6.660884e-010
           82.5	  6.810562e-010
             83	  6.965711e-010
           83.5	  7.297754e-010
             84	  6.970244e-010
           84.5	  6.925707e-010
             85	   6.00942e-010
           85.5	   6.44977e-010
             86	  6.741877e-010
           86.5	  5.727733e-010
             87	   7.05329e-010
           87.5	  6.425484e-010
             88	  6.267855e-010
           88.5	  6.306974e-010
             89	  5.968696e-010
           89.5	  5.713679e-010
             90	  5.776846e-010
           90.5	  5.590614e-010
             91	  5.975554e-010
           91.5	  5.549313e-010
             92	  5.090782e-010
           92.5	  4.789759e-010
             93	  5.152302e-010
           93.5	   4.88892e-010
             94	  5.491178e-010
           94.5	   5.75718e-010
             95	  4.978562e-010
           95.5	  4.253598e-010
             96	  4.667444e-010
           96.5	   4.91274e-010
             97	  4.939561e-010
           97.5	  5.044175e-010
             98	  5.258706e-010
           98.5	  5.945498e-010
             99	  5.215274e-010
           99.5	  4.620824e-010
            100	   4.80871e-010
          100.5	  4.715937e-010
            101	  4.424161e-010
          101.5	  4.750026e-010
            102	  4.702194e-010
          102.5	   5.05396e-010
            103	  4.854218e-010
          103.5	  4.759466e-010
            104	  4.963485e-010
          104.5	  4.322324e-010
            105	   4.44049e-010
          105.5	  4.671977e-010
            106	   4.16731e-010
          106.5	  4.313434e-010
            107	  4.594203e-010
          107.5	  3.745368e-010
            108	  3.844225e-010
          108.5	  3.891787e-010
            109	  4.377882e-010
          109.5	  4.283937e-010
            110	  4.804421e-010
          110.5	  4.839698e-010
            111	  4.551357e-010
          111.5	  4.207041e-010
            112	  4.156763e-010
          112.5	  3.610348e-010
            113	  4.256449e-010
          113.5	  4.301144e-010
            114	  3.787959e-010
          114.5	  4.144345e-010
            115	  3.320547e-010
          115.5	  4.111219e-010
            116	  4.950809e-010
          116.5	  4.590866e-010
            117	  3.934497e-010
          117.5	  3.944994e-010
            118	  4.380425e-010
          118.5	  4.417106e-010
            119	  4.016824e-010
          119.5	  3.877289e-010
