Hz,167NE,167NW,167SW,167M,167SE
158.5,2.604345e-10,2.428552e-10,2.644646e-10,2.5716e-10,2.658625e-10
159.0,2.831492e-10,2.742359e-10,2.756721e-10,2.698558e-10,2.581995e-10
159.5,2.774609e-10,2.628095e-10,2.809045e-10,2.785659e-10,2.877031e-10
160.0,2.432934e-10,2.405577e-10,2.625713e-10,2.418201e-10,2.805385e-10
160.5,2.446901e-10,2.302257e-10,2.691996e-10,2.426795e-10,2.578558e-10
161.0,2.553472e-10,2.532052e-10,2.882327e-10,2.629638e-10,2.06972e-10
161.5,2.374847e-10,2.759691e-10,2.530051e-10,2.655746e-10,2.434059e-10
162.0,2.49661e-10,2.760135e-10,2.656448e-10,2.53281e-10,2.873893e-10
162.5,2.452983e-10,2.79945e-10,2.688259e-10,2.724053e-10,2.881976e-10
163.0,2.663219e-10,2.783604e-10,2.365632e-10,2.585573e-10,2.695017e-10
163.5,2.532507e-10,2.871981e-10,2.680021e-10,2.582363e-10,2.501473e-10
164.0,2.608317e-10,2.696701e-10,2.807086e-10,2.556772e-10,2.378858e-10
164.5,2.920199e-10,2.388352e-10,2.724804e-10,2.716524e-10,2.637384e-10
165.0,2.643474e-10,2.69383e-10,2.653335e-10,2.594847e-10,2.705112e-10
165.5,2.560491e-10,2.843057e-10,2.446199e-10,2.382135e-10,2.107915e-10
166.0,2.469525e-10,2.879834e-10,2.558684e-10,2.36044e-10,2.152241e-10
166.5,2.6918e-10,2.705768e-10,2.415658e-10,2.59599e-10,2.804418e-10
167.0,2.679018e-10,2.709067e-10,2.652285e-10,2.467188e-10,2.778264e-10
167.5,2.735517e-10,2.713229e-10,2.471205e-10,2.205037e-10,2.448726e-10
168.0,2.662178e-10,2.732347e-10,2.238013e-10,2.411453e-10,2.640565e-10
168.5,2.296338e-10,2.373583e-10,2.443642e-10,2.598002e-10,2.432804e-10
169.0,2.286864e-10,2.076632e-10,2.3429e-10,2.661776e-10,2.438668e-10
169.5,2.589067e-10,2.045821e-10,2.514522e-10,2.489294e-10,2.509079e-10
170.0,2.460458e-10,2.194707e-10,2.736558e-10,2.260713e-10,2.466016e-10
170.5,2.202866e-10,2.633798e-10,2.587494e-10,2.345021e-10,2.651895e-10
171.0,2.11779e-10,2.416287e-10,2.380905e-10,2.245242e-10,2.75242e-10
171.5,2.490018e-10,2.376397e-10,2.527576e-10,2.683594e-10,2.355227e-10
172.0,2.395665e-10,2.305485e-10,2.429967e-10,2.454648e-10,2.076638e-10
172.5,2.273167e-10,2.449141e-10,2.435594e-10,2.35666e-10,2.101744e-10
173.0,2.330294e-10,2.437365e-10,2.420152e-10,2.551714e-10,1.886459e-10
173.5,2.199042e-10,2.240205e-10,2.228115e-10,2.703551e-10,2.077239e-10
174.0,2.455156e-10,2.206612e-10,2.326258e-10,2.258106e-10,2.592513e-10
174.5,2.475818e-10,2.158755e-10,2.512102e-10,2.430198e-10,2.529276e-10
175.0,2.673561e-10,2.075749e-10,2.283497e-10,2.587944e-10,2.52935e-10
175.5,2.340137e-10,2.164627e-10,2.390816e-10,2.38799e-10,2.514791e-10
176.0,1.847166e-10,2.364383e-10,2.264683e-10,2.130798e-10,2.384432e-10
176.5,1.948972e-10,2.44178e-10,2.506898e-10,2.402059e-10,2.225782e-10
177.0,2.167294e-10,2.399805e-10,2.462299e-10,2.208035e-10,2.074377e-10
177.5,2.240027e-10,2.269077e-10,2.701862e-10,2.126111e-10,2.217617e-10
178.0,2.196407e-10,2.251141e-10,2.455139e-10,2.281807e-10,2.305245e-10
178.5,2.338068e-10,2.018583e-10,2.370563e-10,2.523327e-10,2.281697e-10
179.0,2.352864e-10,2.074881e-10,2.464977e-10,2.262787e-10,2.282574e-10
179.5,2.446628e-10,2.140374e-10,2.414924e-10,2.249083e-10,2.326579e-10
180.0,2.299508e-10,2.08684e-10,2.298609e-10,2.250317e-10,2.184197e-10
180.5,2.043788e-10,2.196836e-10,2.093287e-10,2.17637e-10,2.246087e-10
181.0,2.055961e-10,2.044307e-10,1.90955e-10,1.958337e-10,2.271652e-10
181.5,2.18761e-10,2.228572e-10,2.161382e-10,2.007741e-10,2.261711e-10
182.0,2.243252e-10,2.329907e-10,1.995582e-10,2.260584e-10,2.158918e-10
182.5,2.295526e-10,2.269164e-10,2.12575e-10,2.262655e-10,2.133424e-10
183.0,2.022147e-10,2.274117e-10,2.391177e-10,2.503691e-10,2.233252e-10
183.5,2.130888e-10,2.216557e-10,2.344372e-10,2.222383e-10,2.014558e-10
184.0,2.115799e-10,2.233471e-10,2.396243e-10,2.255193e-10,1.84919e-10
184.5,2.094164e-10,2.103192e-10,2.038023e-10,2.364139e-10,2.223045e-10
185.0,2.20815e-10,2.063929e-10,1.954551e-10,2.324451e-10,2.340316e-10
185.5,2.028107e-10,2.387654e-10,2.161256e-10,2.210695e-10,2.246084e-10
186.0,2.019968e-10,2.082608e-10,2.358065e-10,2.339583e-10,2.160328e-10
186.5,2.300585e-10,2.318331e-10,2.479093e-10,2.028298e-10,2.173582e-10
187.0,2.509112e-10,2.203179e-10,2.401984e-10,2.152255e-10,2.182586e-10
187.5,2.496167e-10,2.039379e-10,2.348338e-10,2.389522e-10,2.158781e-10
188.0,2.079122e-10,2.25613e-10,1.9992e-10,2.00093e-10,1.945326e-10
188.5,2.015731e-10,2.198133e-10,1.917186e-10,1.973414e-10,2.033533e-10
189.0,2.099921e-10,2.368847e-10,1.823019e-10,1.960724e-10,2.155686e-10
189.5,2.083144e-10,2.094479e-10,1.864187e-10,1.862082e-10,2.062756e-10
190.0,2.277187e-10,1.968197e-10,2.048772e-10,1.91442e-10,1.993365e-10
190.5,2.118985e-10,2.013201e-10,2.114808e-10,1.972435e-10,2.101403e-10
191.0,1.957502e-10,2.076932e-10,2.268473e-10,1.918955e-10,2.037508e-10
191.5,2.000846e-10,1.948893e-10,2.428341e-10,1.818105e-10,1.885749e-10
192.0,1.917054e-10,1.822978e-10,2.21004e-10,1.898313e-10,2.021847e-10
192.5,2.049424e-10,2.161563e-10,2.01866e-10,2.024574e-10,1.838134e-10
193.0,2.044738e-10,2.018464e-10,2.124477e-10,2.016692e-10,1.904247e-10
193.5,2.12639e-10,1.93592e-10,2.109924e-10,1.962702e-10,2.245871e-10
194.0,2.157129e-10,1.976072e-10,2.136315e-10,2.08423e-10,1.912917e-10
194.5,2.041525e-10,2.117083e-10,2.036614e-10,1.882789e-10,1.738173e-10
195.0,2.097196e-10,2.052935e-10,2.114566e-10,1.859352e-10,2.11421e-10
195.5,1.883082e-10,2.022296e-10,2.052838e-10,1.841234e-10,2.062807e-10
196.0,1.653371e-10,2.008945e-10,2.173558e-10,1.87213e-10,1.793641e-10
196.5,1.747237e-10,2.1418e-10,2.034515e-10,1.806658e-10,1.875342e-10
197.0,1.811684e-10,2.27081e-10,2.121191e-10,1.917883e-10,2.017151e-10
197.5,1.88776e-10,2.077776e-10,2.019002e-10,1.858601e-10,2.058013e-10
198.0,1.936579e-10,2.073491e-10,1.693773e-10,1.886167e-10,1.898887e-10
198.5,1.909768e-10,1.959016e-10,1.569302e-10,2.112821e-10,1.698881e-10
199.0,1.926227e-10,1.790347e-10,1.954447e-10,2.355629e-10,2.096089e-10
199.5,2.214998e-10,1.916275e-10,2.041183e-10,1.940239e-10,2.244866e-10
200.0,1.810537e-10,1.71769e-10,1.87854e-10,1.826321e-10,1.916666e-10
200.5,1.848624e-10,1.671949e-10,1.842081e-10,1.806564e-10,1.640921e-10
201.0,2.083244e-10,1.651169e-10,1.942331e-10,1.835188e-10,1.966529e-10
201.5,1.996714e-10,1.744522e-10,1.657893e-10,1.808522e-10,1.879344e-10
202.0,1.861948e-10,2.031782e-10,1.819592e-10,1.597874e-10,1.711506e-10
202.5,1.670279e-10,1.896916e-10,2.038323e-10,1.697879e-10,2.029949e-10
203.0,1.837038e-10,1.778403e-10,1.974498e-10,1.907018e-10,1.84442e-10
203.5,2.181345e-10,1.796145e-10,1.756117e-10,2.017353e-10,1.774918e-10
204.0,2.024226e-10,1.619891e-10,2.029138e-10,2.00684e-10,1.869464e-10
204.5,1.69883e-10,1.485941e-10,2.232867e-10,1.820835e-10,1.820682e-10
205.0,1.685015e-10,1.724152e-10,1.887895e-10,1.959891e-10,2.107373e-10
205.5,1.893094e-10,1.890691e-10,1.908079e-10,1.991801e-10,1.954728e-10
206.0,1.858065e-10,1.918983e-10,1.796045e-10,1.82913e-10,2.136531e-10
206.5,1.726935e-10,1.729823e-10,1.779932e-10,1.683478e-10,2.104303e-10
207.0,1.935525e-10,1.582741e-10,1.931475e-10,1.917881e-10,1.877576e-10
207.5,1.808162e-10,1.637145e-10,1.830612e-10,2.19555e-10,2.079025e-10
208.0,1.801787e-10,1.755711e-10,1.68197e-10,1.700941e-10,2.096212e-10
208.5,1.626768e-10,1.702196e-10,1.73917e-10,1.476243e-10,1.729546e-10
209.0,1.779828e-10,1.8544e-10,1.730433e-10,1.655679e-10,1.657771e-10
209.5,1.664558e-10,1.915307e-10,1.824914e-10,1.97737e-10,1.623579e-10
210.0,1.771898e-10,1.623466e-10,1.747293e-10,1.757983e-10,1.649544e-10
210.5,1.753416e-10,1.566751e-10,1.89524e-10,1.930899e-10,1.720244e-10
211.0,1.940871e-10,1.756015e-10,2.050549e-10,1.799232e-10,1.87218e-10
211.5,1.903504e-10,1.887327e-10,1.872797e-10,1.766071e-10,2.138561e-10
212.0,1.857528e-10,1.964049e-10,1.77207e-10,1.8405e-10,2.139851e-10
212.5,1.918075e-10,1.652465e-10,1.8995e-10,1.94698e-10,1.928752e-10
213.0,2.194068e-10,1.543688e-10,1.879811e-10,2.046538e-10,1.81707e-10
213.5,1.851699e-10,1.773248e-10,1.833464e-10,1.787904e-10,1.582001e-10
214.0,1.786353e-10,1.746626e-10,1.802668e-10,1.81665e-10,1.516999e-10
214.5,1.792298e-10,1.704093e-10,1.869353e-10,1.638343e-10,1.703908e-10
215.0,1.902708e-10,1.830365e-10,1.834815e-10,1.74125e-10,1.861244e-10
215.5,2.084828e-10,1.622677e-10,1.645253e-10,1.84812e-10,1.905455e-10
216.0,1.863592e-10,1.420888e-10,1.495668e-10,1.621919e-10,1.769686e-10
216.5,1.802362e-10,1.592022e-10,1.471797e-10,1.746593e-10,1.5959e-10
217.0,2.056529e-10,1.738252e-10,1.606179e-10,1.898959e-10,1.453786e-10
217.5,2.107094e-10,1.639895e-10,1.681798e-10,1.551342e-10,1.751768e-10
218.0,1.799948e-10,1.527945e-10,1.60453e-10,1.553213e-10,1.869229e-10
218.5,1.665567e-10,1.648612e-10,1.666495e-10,1.732833e-10,1.722905e-10
219.0,1.787481e-10,1.612638e-10,1.780781e-10,1.755524e-10,1.61135e-10
219.5,1.983438e-10,1.628132e-10,2.014548e-10,1.792536e-10,1.668249e-10
220.0,2.005429e-10,1.602615e-10,1.878407e-10,1.9447e-10,1.503147e-10
220.5,1.978509e-10,1.595196e-10,1.999608e-10,1.748059e-10,1.500261e-10
221.0,1.747382e-10,1.513805e-10,2.087951e-10,1.450026e-10,1.764592e-10
221.5,1.60952e-10,1.59017e-10,1.995837e-10,1.43238e-10,1.778121e-10
222.0,1.626885e-10,1.543494e-10,1.568509e-10,1.813765e-10,1.741638e-10
222.5,1.495641e-10,1.671799e-10,1.404543e-10,1.877606e-10,1.65061e-10
223.0,1.633666e-10,1.890102e-10,1.454483e-10,1.879668e-10,1.465153e-10
223.5,1.915283e-10,1.832009e-10,1.340814e-10,1.726845e-10,1.46928e-10
224.0,1.856434e-10,1.610335e-10,1.506301e-10,1.484895e-10,1.727504e-10
224.5,1.76045e-10,1.669935e-10,1.496202e-10,1.581794e-10,1.720334e-10
225.0,1.706621e-10,1.497978e-10,1.474666e-10,1.644753e-10,1.746593e-10
225.5,1.605799e-10,1.527809e-10,1.529974e-10,1.51419e-10,1.652808e-10
226.0,1.862298e-10,1.40894e-10,1.470766e-10,1.611542e-10,1.629333e-10
226.5,1.736522e-10,1.484335e-10,1.450828e-10,1.724758e-10,1.682442e-10
227.0,1.757369e-10,1.57703e-10,1.419387e-10,1.52074e-10,1.640192e-10
227.5,1.76157e-10,1.601751e-10,1.493231e-10,1.481066e-10,1.741426e-10
228.0,1.635529e-10,1.470903e-10,1.567186e-10,1.537138e-10,1.671737e-10
228.5,1.486951e-10,1.691443e-10,1.772999e-10,1.8017e-10,1.549728e-10
229.0,1.510208e-10,1.5496e-10,1.670607e-10,1.621947e-10,1.370747e-10
229.5,1.567438e-10,1.504408e-10,1.736473e-10,1.513013e-10,1.931179e-10
230.0,1.536593e-10,1.651003e-10,1.815883e-10,1.453017e-10,2.068083e-10
230.5,1.562725e-10,1.411044e-10,1.695739e-10,1.605089e-10,1.766601e-10
231.0,1.585181e-10,1.510433e-10,1.522955e-10,1.58062e-10,1.551901e-10
231.5,1.499864e-10,1.619068e-10,1.720928e-10,1.474614e-10,1.511064e-10
232.0,1.423961e-10,1.699756e-10,1.709326e-10,1.434599e-10,1.624072e-10
232.5,1.354017e-10,1.63266e-10,1.635006e-10,1.584561e-10,1.811703e-10
233.0,1.61393e-10,1.738689e-10,1.717151e-10,1.429007e-10,1.665941e-10
233.5,1.538848e-10,1.510832e-10,1.672743e-10,1.409781e-10,1.58569e-10
234.0,1.455815e-10,1.452362e-10,1.529476e-10,1.546303e-10,1.705086e-10
234.5,1.450325e-10,1.501966e-10,1.597874e-10,1.507228e-10,1.710724e-10
235.0,1.663623e-10,1.519477e-10,1.446799e-10,1.565098e-10,1.506159e-10
235.5,1.641767e-10,1.538216e-10,1.48375e-10,1.729584e-10,1.461098e-10
236.0,1.457091e-10,1.493976e-10,1.347219e-10,1.662725e-10,1.635637e-10
236.5,1.403524e-10,1.383928e-10,1.283929e-10,1.585456e-10,1.725581e-10
237.0,1.54807e-10,1.458175e-10,1.434152e-10,1.375118e-10,1.583004e-10
237.5,1.726296e-10,1.587057e-10,1.515336e-10,1.538422e-10,1.566751e-10
238.0,1.749141e-10,1.391263e-10,1.377072e-10,1.584344e-10,1.487404e-10
238.5,1.6563e-10,1.444984e-10,1.647571e-10,1.556826e-10,1.562618e-10
239.0,1.511133e-10,1.519561e-10,1.609376e-10,1.578093e-10,1.649948e-10
239.5,1.585404e-10,1.490971e-10,1.624038e-10,1.370535e-10,1.408173e-10
240.0,1.899992e-10,1.384186e-10,1.677252e-10,1.455408e-10,1.424574e-10
240.5,1.686444e-10,1.516539e-10,1.662195e-10,1.492383e-10,1.470209e-10
241.0,1.517053e-10,1.464927e-10,1.926447e-10,1.584961e-10,1.676356e-10
241.5,1.578994e-10,1.347242e-10,1.845228e-10,1.607452e-10,1.406432e-10
242.0,1.446336e-10,1.474274e-10,1.535249e-10,1.628809e-10,1.472341e-10
242.5,1.528899e-10,1.534749e-10,1.437695e-10,1.553953e-10,1.623864e-10
243.0,1.492084e-10,1.318965e-10,1.551734e-10,1.546948e-10,1.536106e-10
243.5,1.639306e-10,1.236283e-10,1.465259e-10,1.758617e-10,1.417268e-10
244.0,1.700509e-10,1.359579e-10,1.447494e-10,1.66676e-10,1.444434e-10
244.5,1.82392e-10,1.311653e-10,1.574327e-10,1.438445e-10,1.530075e-10
245.0,1.431942e-10,1.365915e-10,1.3599e-10,1.354869e-10,1.388943e-10
245.5,1.396012e-10,1.458856e-10,1.100087e-10,1.483653e-10,1.502583e-10
246.0,1.5806e-10,1.503801e-10,1.297101e-10,1.541502e-10,1.495547e-10
246.5,1.60548e-10,1.577102e-10,1.511038e-10,1.478175e-10,1.397287e-10
247.0,1.592946e-10,1.641386e-10,1.568893e-10,1.413081e-10,1.173203e-10
247.5,1.351118e-10,1.576843e-10,1.453501e-10,1.596586e-10,1.500857e-10
248.0,1.330785e-10,1.405135e-10,1.316909e-10,1.506172e-10,1.872801e-10
248.5,1.385591e-10,1.434479e-10,1.304133e-10,1.345359e-10,1.580772e-10
249.0,1.550005e-10,1.459298e-10,1.435169e-10,1.420947e-10,1.247377e-10
249.5,1.587338e-10,1.321666e-10,1.494633e-10,1.394543e-10,1.12331e-10
250.0,1.565435e-10,1.391559e-10,1.429545e-10,1.495979e-10,1.30645e-10
250.5,1.550582e-10,1.483514e-10,1.331076e-10,1.490962e-10,1.544444e-10
251.0,1.705241e-10,1.402604e-10,1.53793e-10,1.433552e-10,1.357294e-10
251.5,1.467951e-10,1.352505e-10,1.55573e-10,1.410365e-10,1.33916e-10
252.0,1.586751e-10,1.492186e-10,1.546853e-10,1.500697e-10,1.443112e-10
252.5,1.651878e-10,1.573026e-10,1.344566e-10,1.652929e-10,1.319926e-10
253.0,1.609066e-10,1.499153e-10,1.397971e-10,1.493743e-10,1.245771e-10
253.5,1.500952e-10,1.415112e-10,1.441291e-10,1.435902e-10,1.351961e-10
254.0,1.283045e-10,1.317897e-10,1.345498e-10,1.457214e-10,1.473797e-10
254.5,1.322348e-10,1.318947e-10,1.235027e-10,1.481745e-10,1.335513e-10
255.0,1.344797e-10,1.337336e-10,1.188225e-10,1.333712e-10,1.475749e-10
255.5,1.261887e-10,1.231683e-10,1.12953e-10,1.417999e-10,1.198678e-10
256.0,1.362902e-10,1.231714e-10,1.278439e-10,1.402913e-10,1.257445e-10
256.5,1.322375e-10,1.351268e-10,1.367404e-10,1.254966e-10,1.421882e-10
257.0,1.217185e-10,1.34979e-10,1.415852e-10,1.228042e-10,1.444284e-10
257.5,1.447309e-10,1.460356e-10,1.356472e-10,1.20877e-10,1.542171e-10
258.0,1.257055e-10,1.432284e-10,1.339781e-10,1.357735e-10,1.621139e-10
258.5,1.515904e-10,1.337306e-10,1.269989e-10,1.257024e-10,1.229982e-10
259.0,1.509971e-10,1.395503e-10,1.278975e-10,1.292336e-10,1.164686e-10
259.5,1.396041e-10,1.303747e-10,1.412752e-10,1.413229e-10,1.270939e-10
260.0,1.486121e-10,1.447464e-10,1.462952e-10,1.578226e-10,1.428601e-10
260.5,1.465924e-10,1.547419e-10,1.520484e-10,1.535128e-10,1.313902e-10
261.0,1.353734e-10,1.434819e-10,1.560136e-10,1.182496e-10,1.32057e-10
261.5,1.336286e-10,1.395099e-10,1.432665e-10,1.283031e-10,1.338659e-10
262.0,1.283196e-10,1.259039e-10,1.464578e-10,1.236657e-10,1.355467e-10
262.5,1.306805e-10,1.157926e-10,1.453726e-10,1.401632e-10,1.27373e-10
263.0,1.242951e-10,1.280851e-10,1.221964e-10,1.324772e-10,1.489036e-10
263.5,1.189573e-10,1.36769e-10,1.538564e-10,1.277578e-10,1.54499e-10
264.0,1.438942e-10,1.337046e-10,1.583059e-10,1.409686e-10,1.367329e-10
264.5,1.402709e-10,1.356396e-10,1.426236e-10,1.331666e-10,1.228365e-10
265.0,1.260038e-10,1.453183e-10,1.286002e-10,1.268974e-10,1.118123e-10
265.5,1.267004e-10,1.3403e-10,1.241943e-10,1.334368e-10,1.230897e-10
266.0,1.366405e-10,1.282135e-10,1.205291e-10,1.458648e-10,1.216319e-10
266.5,1.369492e-10,1.314315e-10,1.223331e-10,1.279368e-10,1.317061e-10
267.0,1.617634e-10,1.299588e-10,1.16671e-10,1.162345e-10,1.339668e-10
267.5,1.53944e-10,1.290735e-10,1.143148e-10,1.078456e-10,1.515598e-10
268.0,1.431707e-10,1.28091e-10,1.266936e-10,1.200503e-10,1.605206e-10
268.5,1.459817e-10,1.238748e-10,1.257194e-10,1.295899e-10,1.403207e-10
269.0,1.302164e-10,1.135668e-10,1.275572e-10,1.291696e-10,1.520353e-10
269.5,1.305338e-10,1.106436e-10,1.349356e-10,1.338921e-10,1.393069e-10
270.0,1.299313e-10,1.313919e-10,1.310595e-10,1.346066e-10,1.23911e-10
270.5,1.349996e-10,1.235673e-10,1.189364e-10,1.359575e-10,1.327988e-10
271.0,1.252033e-10,1.157745e-10,1.214252e-10,1.300886e-10,1.244691e-10
271.5,1.37497e-10,1.04708e-10,1.340685e-10,1.151576e-10,1.211904e-10
272.0,1.365226e-10,1.258207e-10,1.355219e-10,1.135909e-10,1.187383e-10
272.5,1.238499e-10,1.477564e-10,1.251583e-10,1.051863e-10,1.210779e-10
273.0,1.302845e-10,1.426914e-10,1.271915e-10,1.218235e-10,1.211966e-10
273.5,1.258857e-10,1.540576e-10,1.19191e-10,1.156959e-10,1.382962e-10
274.0,1.120592e-10,1.318115e-10,1.209837e-10,1.222701e-10,1.353034e-10
274.5,1.029296e-10,1.183138e-10,1.413224e-10,1.256697e-10,1.284148e-10
275.0,1.352024e-10,1.226117e-10,1.506033e-10,1.371973e-10,1.443239e-10
275.5,1.357994e-10,1.391825e-10,1.492028e-10,1.241957e-10,1.466636e-10
276.0,1.375271e-10,1.363999e-10,1.282133e-10,1.19279e-10,1.308895e-10
276.5,1.464923e-10,1.231696e-10,1.164221e-10,1.262117e-10,1.090441e-10
277.0,1.322291e-10,1.388722e-10,1.220344e-10,1.307509e-10,1.192176e-10
277.5,1.391815e-10,1.114018e-10,1.161817e-10,1.412059e-10,1.264727e-10
278.0,1.460255e-10,9.816359e-11,1.084508e-10,1.36408e-10,1.089354e-10
278.5,1.26692e-10,1.134802e-10,1.066119e-10,1.13144e-10,1.289715e-10
279.0,1.267184e-10,1.222539e-10,1.256238e-10,1.265736e-10,1.456931e-10
279.5,1.203945e-10,1.2842e-10,1.28015e-10,1.181833e-10,1.328055e-10
280.0,1.248719e-10,1.225674e-10,1.296589e-10,1.251861e-10,1.247757e-10
280.5,1.272767e-10,1.334644e-10,1.328588e-10,1.257508e-10,1.358302e-10
281.0,1.211187e-10,1.287673e-10,1.268703e-10,1.083673e-10,1.291344e-10
281.5,1.283009e-10,1.22687e-10,1.206934e-10,1.131955e-10,1.187456e-10
282.0,1.315185e-10,1.22881e-10,1.301115e-10,1.100195e-10,1.21445e-10
282.5,1.296206e-10,1.20286e-10,1.44057e-10,1.148967e-10,1.19287e-10
283.0,1.198133e-10,1.121527e-10,1.346259e-10,1.233161e-10,1.121127e-10
283.5,1.313177e-10,9.70343e-11,1.212967e-10,1.223593e-10,1.105996e-10
284.0,1.245997e-10,1.097466e-10,1.232553e-10,1.25627e-10,1.179695e-10
284.5,1.272979e-10,1.167442e-10,1.245072e-10,1.383569e-10,1.060265e-10
285.0,1.489682e-10,1.249654e-10,1.179363e-10,1.331668e-10,1.180711e-10
285.5,1.266677e-10,1.331695e-10,1.169901e-10,1.361811e-10,1.112955e-10
286.0,1.295509e-10,1.281823e-10,1.136785e-10,1.322575e-10,9.440333e-11
286.5,1.37389e-10,1.086845e-10,9.808383e-11,1.25062e-10,1.150175e-10
287.0,1.275314e-10,1.150642e-10,1.195295e-10,1.065341e-10,1.174772e-10
287.5,1.246723e-10,1.393756e-10,1.36613e-10,1.13466e-10,1.246304e-10
288.0,1.135602e-10,1.186929e-10,1.310437e-10,1.157003e-10,1.131167e-10
288.5,1.06627e-10,1.065267e-10,1.256429e-10,1.097386e-10,1.030556e-10
289.0,1.15267e-10,1.093529e-10,1.0452e-10,1.073298e-10,1.17807e-10
289.5,1.039933e-10,1.175545e-10,9.693873e-11,1.115279e-10,1.24612e-10
290.0,1.200142e-10,1.280955e-10,1.103354e-10,1.244399e-10,1.13756e-10
290.5,1.261307e-10,1.345174e-10,1.102394e-10,1.334237e-10,1.135371e-10
291.0,1.069387e-10,1.200682e-10,1.048496e-10,1.154672e-10,1.277601e-10
291.5,1.200019e-10,9.333543e-11,1.219686e-10,9.60851e-11,1.139634e-10
292.0,1.23148e-10,9.870665e-11,1.378714e-10,1.187952e-10,1.252132e-10
292.5,1.094618e-10,1.10938e-10,1.187301e-10,1.177836e-10,1.508349e-10
293.0,1.241143e-10,1.087621e-10,1.097784e-10,1.15483e-10,1.419339e-10
293.5,1.257858e-10,1.080571e-10,1.229015e-10,1.184404e-10,1.134638e-10
294.0,1.315131e-10,1.144805e-10,1.256326e-10,1.108193e-10,1.032331e-10
294.5,1.254064e-10,1.181058e-10,1.232232e-10,1.058209e-10,9.991738e-11
295.0,1.160035e-10,1.10164e-10,1.068569e-10,1.146368e-10,1.131372e-10
295.5,1.087419e-10,1.121382e-10,1.202005e-10,1.212872e-10,1.11615e-10
296.0,1.138267e-10,9.710982e-11,1.114965e-10,1.175262e-10,1.109438e-10
296.5,1.095278e-10,9.842e-11,1.053814e-10,1.087138e-10,1.088429e-10
297.0,1.165457e-10,9.931701e-11,1.175467e-10,1.163322e-10,1.15488e-10
297.5,1.124384e-10,1.086252e-10,1.099456e-10,1.070828e-10,1.110751e-10
298.0,1.213993e-10,1.234351e-10,1.092728e-10,1.168829e-10,1.146907e-10
298.5,1.143971e-10,1.258728e-10,1.165335e-10,1.236808e-10,1.130194e-10
299.0,9.837847e-11,1.095431e-10,1.226657e-10,1.080223e-10,1.123039e-10
299.5,1.011864e-10,1.042723e-10,1.11514e-10,1.136944e-10,1.283107e-10
300.0,1.169243e-10,1.123737e-10,1.11208e-10,1.21565e-10,1.413382e-10
300.5,1.140395e-10,1.19863e-10,1.196902e-10,1.090935e-10,1.326719e-10
301.0,1.134483e-10,1.383315e-10,1.174176e-10,1.08632e-10,1.202083e-10
301.5,1.168778e-10,1.252227e-10,1.108924e-10,1.252696e-10,1.207565e-10
302.0,1.222025e-10,1.035398e-10,1.097718e-10,1.139699e-10,9.971451e-11
302.5,1.236859e-10,1.03731e-10,1.038949e-10,1.126492e-10,9.32257e-11
303.0,1.142075e-10,1.160577e-10,9.865488e-11,1.107869e-10,1.163374e-10
303.5,1.156177e-10,1.149848e-10,1.056723e-10,1.155064e-10,1.111837e-10
304.0,1.148962e-10,1.102579e-10,1.159389e-10,1.13172e-10,1.00409e-10
304.5,1.392463e-10,1.064568e-10,1.288085e-10,1.041703e-10,1.112927e-10
305.0,1.256625e-10,9.805765e-11,1.19169e-10,1.027835e-10,9.979104e-11
305.5,9.757553e-11,1.061471e-10,1.218567e-10,9.923602e-11,9.467634e-11
306.0,9.7238e-11,1.04071e-10,1.172142e-10,1.125421e-10,9.618145e-11
306.5,8.738319e-11,1.03327e-10,1.008504e-10,1.164604e-10,1.016304e-10
307.0,9.769767e-11,1.029253e-10,9.87745e-11,1.240511e-10,1.07132e-10
307.5,1.181589e-10,1.206228e-10,9.853559e-11,1.102311e-10,1.100191e-10
308.0,1.114844e-10,1.258839e-10,1.092969e-10,1.174244e-10,1.04133e-10
308.5,1.157317e-10,1.23029e-10,1.232031e-10,1.109464e-10,8.517608e-11
309.0,1.102867e-10,1.097084e-10,1.069512e-10,9.809775e-11,1.018345e-10
309.5,1.115667e-10,1.206129e-10,1.169975e-10,1.020173e-10,1.08035e-10
310.0,1.1315e-10,1.147354e-10,1.239431e-10,1.053828e-10,1.134228e-10
310.5,1.064044e-10,1.140633e-10,1.174417e-10,1.16146e-10,1.121854e-10
311.0,1.026332e-10,1.027488e-10,1.044628e-10,1.14346e-10,1.019721e-10
311.5,9.26457e-11,8.617403e-11,1.083466e-10,1.103224e-10,1.069667e-10
312.0,1.068231e-10,9.176412e-11,1.253575e-10,1.064388e-10,9.759656e-11
312.5,1.053506e-10,1.011109e-10,1.132898e-10,9.720449e-11,1.066619e-10
313.0,1.105453e-10,1.058019e-10,1.079693e-10,1.044541e-10,1.152461e-10
313.5,1.061665e-10,1.070182e-10,1.016088e-10,1.175915e-10,1.238698e-10
314.0,1.095481e-10,9.639452e-11,9.944767e-11,1.003432e-10,1.124292e-10
314.5,1.146207e-10,9.449191e-11,1.101688e-10,1.144745e-10,1.056215e-10
315.0,1.041454e-10,9.743456e-11,1.010045e-10,1.149629e-10,1.036459e-10
315.5,9.111616e-11,9.358268e-11,1.083416e-10,1.161228e-10,1.022288e-10
316.0,9.537166e-11,9.987998e-11,1.212034e-10,1.064926e-10,9.552749e-11
316.5,1.007124e-10,1.181383e-10,1.130896e-10,1.010844e-10,1.016113e-10
