Hz,167NE,167NW,167SW,167M,167SE
21.0,3.642547e-09,4.674293e-09,5.188618e-09,4.586436e-09,4.675609e-09
21.5,3.902303e-09,4.219378e-09,4.807294e-09,4.690992e-09,4.049436e-09
22.0,4.276426e-09,4.083049e-09,3.880706e-09,4.481879e-09,3.864913e-09
22.5,4.280368e-09,4.644421e-09,3.787409e-09,4.230856e-09,3.704624e-09
23.0,3.725491e-09,4.520786e-09,4.07147e-09,4.072205e-09,3.983887e-09
23.5,4.346072e-09,3.890162e-09,3.996266e-09,4.205882e-09,4.364575e-09
24.0,4.060585e-09,3.522407e-09,4.272512e-09,4.020563e-09,4.037569e-09
24.5,3.839276e-09,3.752518e-09,4.36223e-09,4.143455e-09,3.634787e-09
25.0,4.001843e-09,3.990934e-09,4.276982e-09,4.133481e-09,3.185975e-09
25.5,3.919807e-09,3.831116e-09,3.554041e-09,4.005127e-09,3.778438e-09
26.0,3.280729e-09,3.747727e-09,3.166302e-09,3.423197e-09,3.731453e-09
26.5,3.389065e-09,3.391514e-09,2.95447e-09,3.287804e-09,2.867613e-09
27.0,3.770447e-09,3.23854e-09,3.080523e-09,2.9447e-09,2.761334e-09
27.5,3.355029e-09,3.594948e-09,3.205657e-09,2.985862e-09,3.102415e-09
28.0,2.651898e-09,3.459314e-09,3.399808e-09,3.321261e-09,3.119827e-09
28.5,2.881705e-09,3.13423e-09,3.163711e-09,3.029477e-09,2.872912e-09
29.0,2.627882e-09,3.111845e-09,2.754446e-09,2.523344e-09,3.089423e-09
29.5,2.689154e-09,3.474041e-09,2.244538e-09,2.385238e-09,3.08446e-09
30.0,2.810914e-09,3.504892e-09,2.186222e-09,2.628509e-09,2.961466e-09
30.5,2.731915e-09,3.075205e-09,2.385414e-09,2.574874e-09,2.780055e-09
31.0,2.593682e-09,2.809569e-09,2.80658e-09,2.521969e-09,2.70313e-09
31.5,2.233473e-09,2.731932e-09,2.856567e-09,2.490951e-09,2.543825e-09
32.0,2.089847e-09,2.495125e-09,2.67024e-09,2.553384e-09,2.589685e-09
32.5,2.385234e-09,2.276936e-09,2.363582e-09,2.683317e-09,2.332285e-09
33.0,2.192036e-09,2.332669e-09,2.358196e-09,2.631361e-09,2.514539e-09
33.5,2.368393e-09,2.44391e-09,2.457667e-09,2.390673e-09,2.459435e-09
34.0,2.426939e-09,2.18317e-09,2.268972e-09,2.385517e-09,2.523772e-09
34.5,2.064743e-09,2.113174e-09,2.350793e-09,2.337248e-09,2.288203e-09
35.0,2.045857e-09,2.217416e-09,2.428929e-09,2.143795e-09,2.364869e-09
35.5,1.945712e-09,2.324304e-09,2.070818e-09,2.342001e-09,2.219783e-09
36.0,2.213806e-09,1.951184e-09,2.212974e-09,1.882228e-09,1.804606e-09
36.5,2.240391e-09,2.036258e-09,2.292228e-09,2.06944e-09,1.912689e-09
37.0,2.006697e-09,2.013148e-09,2.230359e-09,2.011186e-09,1.969123e-09
37.5,1.938007e-09,2.27221e-09,2.113969e-09,1.763394e-09,2.078951e-09
38.0,1.930685e-09,2.098457e-09,2.126648e-09,1.667529e-09,2.080021e-09
38.5,1.73575e-09,1.86644e-09,2.075213e-09,1.764457e-09,1.916145e-09
39.0,1.656649e-09,1.840059e-09,2.196519e-09,1.943638e-09,1.929618e-09
39.5,1.69057e-09,1.727292e-09,2.211875e-09,1.884364e-09,1.90906e-09
40.0,1.661131e-09,1.682754e-09,1.932341e-09,1.802007e-09,1.808854e-09
40.5,1.916435e-09,1.821474e-09,2.001609e-09,1.661125e-09,1.901627e-09
41.0,1.931593e-09,1.591642e-09,1.807616e-09,1.895267e-09,1.627412e-09
41.5,1.673083e-09,1.821656e-09,1.794456e-09,1.627946e-09,1.488114e-09
42.0,1.54804e-09,1.872889e-09,1.709732e-09,1.776106e-09,1.553788e-09
42.5,1.412255e-09,1.643128e-09,1.639299e-09,2.096042e-09,1.673361e-09
43.0,1.363203e-09,1.601997e-09,1.552139e-09,1.712698e-09,1.705066e-09
43.5,1.537039e-09,1.661262e-09,1.629669e-09,1.673134e-09,1.552772e-09
44.0,1.635914e-09,1.789657e-09,1.695692e-09,1.806421e-09,1.52541e-09
44.5,1.511969e-09,1.706898e-09,1.589929e-09,1.667345e-09,1.485483e-09
45.0,1.408516e-09,1.717454e-09,1.402301e-09,1.525177e-09,1.395048e-09
45.5,1.436662e-09,1.508629e-09,1.362564e-09,1.490697e-09,1.378191e-09
46.0,1.440252e-09,1.481942e-09,1.414557e-09,1.491146e-09,1.62068e-09
46.5,1.366988e-09,1.65424e-09,1.441563e-09,1.418014e-09,1.699054e-09
47.0,1.52833e-09,1.36292e-09,1.574647e-09,1.515804e-09,1.484246e-09
47.5,1.506895e-09,1.316755e-09,1.447569e-09,1.649769e-09,1.417317e-09
48.0,1.442766e-09,1.295445e-09,1.385124e-09,1.580546e-09,1.409291e-09
48.5,1.533626e-09,1.274721e-09,1.446506e-09,1.512792e-09,1.324829e-09
49.0,1.227147e-09,1.346078e-09,1.490853e-09,1.410429e-09,1.553945e-09
49.5,1.203395e-09,1.303555e-09,1.30214e-09,1.418886e-09,1.447739e-09
50.0,1.424601e-09,1.519157e-09,1.457489e-09,1.379512e-09,1.362164e-09
50.5,1.356977e-09,1.397013e-09,1.306158e-09,1.287396e-09,1.310459e-09
51.0,1.166112e-09,1.316959e-09,1.364732e-09,1.266837e-09,1.286226e-09
51.5,1.096843e-09,1.294558e-09,1.07477e-09,1.21491e-09,1.246108e-09
52.0,1.158008e-09,1.196057e-09,9.892132e-10,1.150187e-09,1.292484e-09
52.5,1.09354e-09,1.105363e-09,1.171632e-09,1.253732e-09,1.299435e-09
53.0,1.260145e-09,1.096991e-09,1.154779e-09,1.288867e-09,1.196544e-09
53.5,1.166473e-09,1.227331e-09,1.173995e-09,1.101222e-09,1.163849e-09
54.0,1.156696e-09,1.127899e-09,1.22805e-09,1.179697e-09,1.248737e-09
54.5,1.169249e-09,1.063597e-09,1.076553e-09,1.057739e-09,1.224386e-09
55.0,1.083885e-09,1.134949e-09,1.09745e-09,1.085649e-09,1.133822e-09
55.5,9.960232e-10,1.257745e-09,1.176785e-09,1.120665e-09,1.134704e-09
56.0,1.170679e-09,1.082997e-09,1.210939e-09,1.183884e-09,1.179324e-09
56.5,1.243893e-09,1.030704e-09,1.013265e-09,1.16159e-09,1.171521e-09
57.0,1.236075e-09,9.917808e-10,1.022576e-09,9.422304e-10,1.15527e-09
57.5,1.151343e-09,1.05336e-09,1.00817e-09,8.451503e-10,1.086617e-09
58.0,1.026841e-09,1.080927e-09,1.093426e-09,9.989122e-10,1.101754e-09
58.5,1.085862e-09,1.191005e-09,1.10058e-09,1.061639e-09,1.248612e-09
59.0,1.02377e-09,9.546862e-10,1.080482e-09,1.119444e-09,1.196583e-09
59.5,1.085582e-09,9.857521e-10,1.574235e-09,1.414821e-09,1.179361e-09
60.0,9.653185e-10,9.412112e-10,2.401154e-09,1.952682e-09,1.316906e-09
60.5,9.303155e-10,1.04073e-09,1.521303e-09,1.279693e-09,9.927985e-10
61.0,9.579055e-10,9.250693e-10,1.065588e-09,9.155273e-10,9.29482e-10
61.5,9.501313e-10,8.449764e-10,9.897575e-10,1.004391e-09,9.972233e-10
62.0,1.048799e-09,8.178462e-10,9.483175e-10,9.707943e-10,9.204782e-10
62.5,1.116537e-09,9.040735e-10,9.258329e-10,9.454155e-10,1.002229e-09
63.0,1.050403e-09,8.921492e-10,8.702732e-10,9.194359e-10,1.086776e-09
63.5,1.045088e-09,9.454573e-10,1.02583e-09,9.390287e-10,1.024072e-09
64.0,1.117074e-09,9.623086e-10,9.117562e-10,8.647629e-10,9.219318e-10
64.5,9.639533e-10,1.023159e-09,8.575146e-10,8.848337e-10,8.871008e-10
65.0,8.54795e-10,9.147739e-10,8.152434e-10,8.611835e-10,8.18088e-10
65.5,8.195912e-10,8.442823e-10,9.144202e-10,8.510567e-10,7.598706e-10
66.0,8.585299e-10,9.026576e-10,8.566823e-10,9.461307e-10,7.82189e-10
66.5,7.746515e-10,8.801284e-10,7.33878e-10,9.678911e-10,9.56763e-10
67.0,7.805673e-10,7.695461e-10,8.580134e-10,7.960366e-10,1.021852e-09
67.5,8.420606e-10,7.486031e-10,8.152449e-10,7.85295e-10,9.524216e-10
68.0,9.055107e-10,7.297474e-10,7.97939e-10,8.645039e-10,8.717288e-10
68.5,8.639158e-10,8.747926e-10,6.772231e-10,9.334826e-10,7.552836e-10
69.0,9.070208e-10,8.865647e-10,7.151519e-10,7.928735e-10,7.580768e-10
69.5,9.054707e-10,7.944403e-10,8.944493e-10,7.547377e-10,7.682449e-10
70.0,7.768836e-10,7.897051e-10,8.924778e-10,7.559157e-10,7.37209e-10
70.5,8.756879e-10,7.827722e-10,9.604444e-10,7.912429e-10,7.453066e-10
71.0,9.600891e-10,8.672423e-10,8.792158e-10,8.016153e-10,8.95369e-10
71.5,8.549781e-10,8.412702e-10,7.895296e-10,8.511054e-10,8.630133e-10
72.0,7.83783e-10,8.416325e-10,7.330788e-10,8.286073e-10,7.637512e-10
72.5,7.108354e-10,8.49142e-10,6.990156e-10,6.837427e-10,7.677948e-10
73.0,7.028574e-10,7.887841e-10,7.223789e-10,7.854481e-10,7.828348e-10
73.5,7.000893e-10,8.196741e-10,6.945942e-10,7.204065e-10,7.242161e-10
74.0,6.377093e-10,7.407549e-10,6.539466e-10,6.662993e-10,7.526834e-10
74.5,6.667557e-10,7.29542e-10,7.387178e-10,7.139377e-10,7.742265e-10
75.0,7.681575e-10,7.715632e-10,8.030788e-10,7.755743e-10,6.826996e-10
75.5,7.003351e-10,6.799949e-10,7.475863e-10,6.574868e-10,6.120296e-10
76.0,7.067356e-10,6.382461e-10,7.48702e-10,6.342478e-10,6.478223e-10
76.5,7.715145e-10,7.436391e-10,6.893812e-10,7.340109e-10,7.560053e-10
77.0,7.987955e-10,7.379963e-10,7.153164e-10,7.333006e-10,7.672413e-10
77.5,7.690764e-10,7.033739e-10,7.086307e-10,6.991661e-10,7.609778e-10
78.0,7.249124e-10,6.707073e-10,5.920605e-10,6.557367e-10,6.529682e-10
78.5,6.872158e-10,6.078602e-10,6.462546e-10,6.9051e-10,5.789211e-10
79.0,7.430853e-10,6.384502e-10,7.232225e-10,6.908358e-10,6.404625e-10
79.5,7.612578e-10,7.044608e-10,7.524116e-10,5.945328e-10,7.560991e-10
80.0,6.264807e-10,6.674727e-10,7.40771e-10,7.007697e-10,6.696922e-10
80.5,6.110172e-10,6.787045e-10,7.187285e-10,7.294472e-10,6.32667e-10
81.0,6.672658e-10,7.003421e-10,7.010993e-10,7.132843e-10,6.611626e-10
81.5,6.421862e-10,7.652797e-10,7.261268e-10,6.35867e-10,6.358459e-10
82.0,5.871363e-10,6.989782e-10,7.114342e-10,6.660884e-10,6.047709e-10
82.5,5.875497e-10,6.747686e-10,6.714405e-10,6.810562e-10,5.79645e-10
83.0,5.989518e-10,5.641266e-10,5.889219e-10,6.965711e-10,6.133559e-10
83.5,5.209728e-10,5.791421e-10,6.015926e-10,7.297754e-10,6.485179e-10
84.0,5.863037e-10,6.105378e-10,6.81862e-10,6.970244e-10,5.669277e-10
84.5,5.917294e-10,5.431946e-10,6.160376e-10,6.925707e-10,5.531988e-10
85.0,5.773612e-10,6.115073e-10,6.18761e-10,6.00942e-10,5.507835e-10
85.5,5.736896e-10,6.530943e-10,5.902186e-10,6.44977e-10,6.751574e-10
86.0,6.285218e-10,7.113103e-10,5.345567e-10,6.741877e-10,7.285557e-10
86.5,6.646498e-10,6.728103e-10,5.489513e-10,5.727733e-10,6.037938e-10
87.0,6.368659e-10,6.006281e-10,6.125119e-10,7.05329e-10,6.889589e-10
87.5,6.270986e-10,6.107519e-10,6.495657e-10,6.425484e-10,6.398137e-10
88.0,6.442161e-10,5.763802e-10,6.204661e-10,6.267855e-10,6.380284e-10
88.5,5.798479e-10,5.943674e-10,5.545306e-10,6.306974e-10,6.014262e-10
89.0,5.575588e-10,6.20088e-10,5.45772e-10,5.968696e-10,6.12932e-10
89.5,5.478041e-10,6.106852e-10,5.976002e-10,5.713679e-10,5.461607e-10
90.0,5.458857e-10,5.515028e-10,6.454108e-10,5.776846e-10,5.270831e-10
90.5,5.812125e-10,5.045646e-10,5.804967e-10,5.590614e-10,5.385572e-10
91.0,5.511636e-10,6.071279e-10,5.290585e-10,5.975554e-10,5.18129e-10
91.5,4.698502e-10,5.938819e-10,5.038854e-10,5.549313e-10,4.326778e-10
92.0,5.650808e-10,5.036875e-10,4.810695e-10,5.090782e-10,5.020637e-10
92.5,6.249017e-10,4.882295e-10,4.531082e-10,4.789759e-10,5.031103e-10
93.0,5.975166e-10,5.22775e-10,5.330513e-10,5.152302e-10,4.571944e-10
93.5,5.323323e-10,6.065223e-10,5.429717e-10,4.88892e-10,5.381667e-10
94.0,4.607651e-10,6.016104e-10,5.684049e-10,5.491178e-10,5.418845e-10
94.5,5.04396e-10,6.560756e-10,6.095723e-10,5.75718e-10,4.965512e-10
95.0,5.550211e-10,6.767992e-10,5.860497e-10,4.978562e-10,4.748255e-10
95.5,5.845239e-10,5.87643e-10,6.122168e-10,4.253598e-10,4.554854e-10
96.0,6.092831e-10,5.257468e-10,5.553608e-10,4.667444e-10,5.133118e-10
96.5,4.999929e-10,4.925946e-10,5.291795e-10,4.91274e-10,5.003455e-10
97.0,5.789496e-10,4.752473e-10,5.365014e-10,4.939561e-10,4.727277e-10
97.5,5.350237e-10,4.884677e-10,5.036843e-10,5.044175e-10,5.410442e-10
98.0,4.889805e-10,5.174209e-10,5.355848e-10,5.258706e-10,5.031665e-10
98.5,4.920398e-10,5.444494e-10,5.476761e-10,5.945498e-10,4.69672e-10
99.0,4.831655e-10,5.510786e-10,5.106596e-10,5.215274e-10,4.473039e-10
99.5,4.559785e-10,5.258237e-10,5.220423e-10,4.620824e-10,4.887595e-10
100.0,4.563021e-10,5.453315e-10,4.534095e-10,4.80871e-10,5.065023e-10
100.5,4.715785e-10,5.11604e-10,4.838764e-10,4.715937e-10,4.668555e-10
101.0,5.192982e-10,4.555688e-10,4.637385e-10,4.424161e-10,4.320573e-10
101.5,4.449456e-10,5.438137e-10,3.760916e-10,4.750026e-10,4.096706e-10
102.0,4.420406e-10,5.093919e-10,3.828028e-10,4.702194e-10,3.814657e-10
102.5,5.048397e-10,5.5941e-10,4.270727e-10,5.05396e-10,4.298756e-10
103.0,4.853328e-10,6.507881e-10,5.235594e-10,4.854218e-10,5.060755e-10
103.5,5.311149e-10,7.423289e-10,4.846337e-10,4.759466e-10,5.298078e-10
104.0,5.228183e-10,6.399989e-10,5.590073e-10,4.963485e-10,5.143174e-10
104.5,5.56614e-10,5.642338e-10,5.896763e-10,4.322324e-10,4.911235e-10
105.0,5.406861e-10,6.49159e-10,5.182742e-10,4.44049e-10,4.744374e-10
105.5,4.658857e-10,6.376275e-10,4.471449e-10,4.671977e-10,4.924998e-10
106.0,4.718774e-10,6.627398e-10,4.495776e-10,4.16731e-10,5.69597e-10
106.5,4.965837e-10,7.48006e-10,4.604263e-10,4.313434e-10,5.34598e-10
107.0,4.365815e-10,8.565356e-10,4.483381e-10,4.594203e-10,4.89974e-10
107.5,5.014426e-10,8.232824e-10,4.628762e-10,3.745368e-10,4.655645e-10
108.0,5.521309e-10,8.090157e-10,4.286869e-10,3.844225e-10,4.685726e-10
108.5,5.445662e-10,8.295478e-10,5.255924e-10,3.891787e-10,3.970378e-10
109.0,5.680587e-10,8.206906e-10,5.066201e-10,4.377882e-10,3.976994e-10
109.5,6.082894e-10,9.185253e-10,4.943814e-10,4.283937e-10,4.300502e-10
110.0,5.689216e-10,9.041598e-10,5.330961e-10,4.804421e-10,3.640286e-10
110.5,6.169252e-10,7.507311e-10,5.57734e-10,4.839698e-10,3.74906e-10
111.0,5.807284e-10,7.320561e-10,5.04972e-10,4.551357e-10,4.00784e-10
111.5,6.459337e-10,7.715829e-10,5.757577e-10,4.207041e-10,4.753106e-10
112.0,6.909444e-10,8.238106e-10,6.571381e-10,4.156763e-10,4.513309e-10
112.5,6.822103e-10,8.753431e-10,6.076106e-10,3.610348e-10,4.073281e-10
113.0,6.239608e-10,8.688023e-10,6.32516e-10,4.256449e-10,4.015948e-10
113.5,7.618329e-10,9.368937e-10,7.043338e-10,4.301144e-10,4.009373e-10
114.0,8.443984e-10,8.554851e-10,6.808722e-10,3.787959e-10,4.034662e-10
114.5,8.08078e-10,8.669847e-10,8.965666e-10,4.144345e-10,4.733638e-10
115.0,7.777098e-10,8.15451e-10,8.91721e-10,3.320547e-10,4.928096e-10
115.5,8.40275e-10,7.753685e-10,8.194263e-10,4.111219e-10,4.401281e-10
116.0,8.296318e-10,7.443852e-10,8.960647e-10,4.950809e-10,4.134352e-10
116.5,7.348623e-10,6.986481e-10,8.828282e-10,4.590866e-10,4.188614e-10
117.0,6.478001e-10,6.19725e-10,7.845173e-10,3.934497e-10,3.956886e-10
117.5,7.765734e-10,6.676069e-10,8.018399e-10,3.944994e-10,4.44079e-10
118.0,8.088604e-10,6.333413e-10,8.496781e-10,4.380425e-10,4.084424e-10
118.5,7.604594e-10,5.901279e-10,9.422583e-10,4.417106e-10,4.27722e-10
119.0,8.780021e-10,6.762985e-10,8.414356e-10,4.016824e-10,5.404422e-10
119.5,8.357556e-10,5.90326e-10,7.379902e-10,3.877289e-10,5.391885e-10
120.0,7.987839e-10,5.394536e-10,8.036196e-10,4.109172e-10,6.025038e-10
120.5,6.943267e-10,4.783829e-10,8.627346e-10,4.513442e-10,5.195304e-10
121.0,6.183062e-10,4.252456e-10,6.791341e-10,4.744314e-10,4.798791e-10
121.5,7.401629e-10,4.343767e-10,7.656344e-10,4.417615e-10,4.562179e-10
122.0,6.926711e-10,3.923575e-10,6.825058e-10,4.092991e-10,5.124423e-10
122.5,5.952009e-10,4.140008e-10,6.459751e-10,4.859358e-10,5.431167e-10
123.0,5.943225e-10,3.823063e-10,5.884156e-10,4.399425e-10,5.376246e-10
123.5,6.197543e-10,3.874939e-10,5.06122e-10,4.195161e-10,6.099684e-10
124.0,6.260255e-10,3.835547e-10,4.992189e-10,4.274512e-10,6.23974e-10
124.5,6.529515e-10,4.517934e-10,5.294374e-10,4.675978e-10,7.892539e-10
125.0,6.760903e-10,4.028635e-10,5.654712e-10,4.515852e-10,6.668383e-10
125.5,5.854158e-10,3.890664e-10,5.321925e-10,4.679766e-10,5.774896e-10
126.0,6.020003e-10,4.296825e-10,5.702013e-10,5.524231e-10,6.775426e-10
126.5,6.04776e-10,3.855384e-10,5.003553e-10,6.199675e-10,7.024389e-10
127.0,5.701947e-10,4.129137e-10,4.725801e-10,6.242648e-10,6.775888e-10
127.5,4.487865e-10,3.607301e-10,4.346745e-10,6.187729e-10,6.597727e-10
128.0,4.156943e-10,3.182373e-10,3.783311e-10,7.030031e-10,6.583862e-10
128.5,4.338507e-10,3.746241e-10,3.50598e-10,6.518008e-10,5.822751e-10
129.0,4.650088e-10,3.816469e-10,3.236791e-10,6.255317e-10,6.825289e-10
129.5,4.323622e-10,3.487964e-10,3.682141e-10,6.699291e-10,6.550802e-10
130.0,3.714516e-10,3.439424e-10,3.611885e-10,6.367037e-10,6.961456e-10
130.5,4.130725e-10,3.684001e-10,3.721077e-10,7.426882e-10,7.290158e-10
131.0,3.665542e-10,3.635997e-10,4.054844e-10,7.129081e-10,7.979041e-10
131.5,3.045998e-10,3.72496e-10,3.960619e-10,6.053634e-10,7.418045e-10
132.0,3.633294e-10,3.435197e-10,3.651664e-10,6.489106e-10,6.932854e-10
132.5,4.365068e-10,3.286957e-10,3.663966e-10,6.990989e-10,7.305528e-10
133.0,3.975823e-10,3.676372e-10,4.046354e-10,7.20678e-10,7.572709e-10
133.5,3.65012e-10,3.728921e-10,3.569068e-10,6.03515e-10,7.221605e-10
134.0,3.368817e-10,3.321866e-10,3.498816e-10,5.597147e-10,6.673296e-10
134.5,3.13065e-10,3.66033e-10,3.733485e-10,6.466383e-10,6.095435e-10
135.0,3.187546e-10,3.260622e-10,3.796108e-10,6.556422e-10,5.404679e-10
135.5,3.341024e-10,3.074011e-10,3.51781e-10,6.491241e-10,4.998461e-10
136.0,3.30385e-10,3.671592e-10,3.475412e-10,6.429397e-10,5.130328e-10
136.5,2.912306e-10,3.686391e-10,3.528471e-10,6.233574e-10,4.947637e-10
137.0,3.254136e-10,3.164769e-10,3.131208e-10,5.469051e-10,4.170249e-10
137.5,3.361549e-10,2.849745e-10,3.045588e-10,5.62263e-10,4.327298e-10
138.0,2.834234e-10,2.918445e-10,3.17849e-10,5.734229e-10,4.418936e-10
138.5,3.044571e-10,3.19899e-10,2.921888e-10,5.192228e-10,3.619932e-10
139.0,3.313054e-10,2.752439e-10,3.326287e-10,4.554705e-10,3.541083e-10
139.5,3.673859e-10,3.121458e-10,3.61541e-10,5.186901e-10,3.575427e-10
140.0,3.155807e-10,3.205482e-10,2.979946e-10,5.306014e-10,3.837805e-10
140.5,2.758257e-10,2.9429e-10,2.913671e-10,4.541026e-10,3.49037e-10
141.0,3.354876e-10,3.173585e-10,2.969471e-10,5.011622e-10,3.447198e-10
141.5,3.482503e-10,3.142779e-10,2.969024e-10,5.499649e-10,3.454665e-10
142.0,3.304279e-10,2.767167e-10,3.207757e-10,4.648965e-10,3.38739e-10
142.5,3.097251e-10,2.846018e-10,3.116138e-10,4.097619e-10,3.483997e-10
143.0,3.149264e-10,2.613591e-10,3.346394e-10,4.309031e-10,3.262483e-10
143.5,2.955072e-10,2.535894e-10,3.35985e-10,4.181321e-10,3.210353e-10
144.0,2.755077e-10,2.490729e-10,3.304591e-10,4.012182e-10,3.475257e-10
144.5,3.259243e-10,3.137046e-10,3.43346e-10,4.07265e-10,3.174774e-10
145.0,3.605223e-10,3.109822e-10,2.86434e-10,3.695161e-10,3.104655e-10
145.5,3.302776e-10,2.895923e-10,2.830162e-10,3.471957e-10,3.11132e-10
146.0,2.678186e-10,3.220299e-10,2.980497e-10,3.152131e-10,3.099481e-10
146.5,2.459213e-10,3.172291e-10,2.785858e-10,3.10624e-10,3.26451e-10
147.0,2.666806e-10,2.67817e-10,2.5827e-10,3.171635e-10,2.760343e-10
147.5,2.440787e-10,2.669537e-10,2.637034e-10,3.497814e-10,2.491607e-10
148.0,2.975941e-10,2.8355e-10,2.848813e-10,3.150875e-10,2.641315e-10
148.5,2.933907e-10,2.703098e-10,2.518157e-10,2.996452e-10,2.63924e-10
149.0,2.579711e-10,2.527459e-10,2.692141e-10,2.957705e-10,2.760045e-10
149.5,2.784832e-10,2.721156e-10,2.662209e-10,2.948945e-10,2.955541e-10
150.0,2.966471e-10,2.710213e-10,2.826651e-10,3.104185e-10,2.945098e-10
150.5,2.993642e-10,2.494777e-10,2.701476e-10,2.936529e-10,2.606347e-10
151.0,2.744042e-10,2.525907e-10,2.925992e-10,2.254452e-10,2.575032e-10
151.5,2.988937e-10,2.542127e-10,3.275749e-10,2.370162e-10,2.724924e-10
152.0,3.13666e-10,2.947591e-10,3.053667e-10,3.034578e-10,2.528162e-10
152.5,3.08063e-10,3.203792e-10,2.791958e-10,2.580161e-10,2.791317e-10
153.0,2.465382e-10,3.041672e-10,2.716526e-10,2.577953e-10,2.670377e-10
153.5,2.312095e-10,3.112202e-10,2.668343e-10,2.759588e-10,3.402035e-10
154.0,2.617347e-10,3.05653e-10,2.840781e-10,2.591948e-10,3.240411e-10
154.5,2.747949e-10,3.088807e-10,2.783614e-10,2.999414e-10,3.090859e-10
155.0,2.746122e-10,2.854977e-10,2.784492e-10,2.984309e-10,2.676316e-10
155.5,2.419922e-10,2.547027e-10,2.662369e-10,2.676423e-10,2.487621e-10
156.0,2.512862e-10,2.377396e-10,2.398083e-10,2.826735e-10,2.769502e-10
156.5,2.314743e-10,2.472404e-10,2.35115e-10,3.266825e-10,2.717979e-10
157.0,2.147063e-10,2.383421e-10,2.477931e-10,3.101873e-10,2.802479e-10
157.5,2.357703e-10,2.020555e-10,2.722003e-10,2.581641e-10,2.702021e-10
158.0,2.350296e-10,2.36914e-10,2.415552e-10,2.694351e-10,2.764499e-10
