Hz,175n,175m,175S,175Son
193.0,1.957409e-10,1.903587e-10,2.246688e-10,1.680112e-10
193.5,1.728704e-10,2.103262e-10,2.134248e-10,1.874273e-10
194.0,1.871594e-10,1.949508e-10,2.090996e-10,2.115241e-10
194.5,2.163372e-10,1.777178e-10,2.093868e-10,1.914371e-10
195.0,2.329081e-10,1.908156e-10,1.97439e-10,1.735062e-10
195.5,1.933042e-10,2.048531e-10,1.885943e-10,1.946948e-10
196.0,1.798831e-10,2.109366e-10,1.956909e-10,1.992003e-10
196.5,2.339655e-10,2.307409e-10,2.019755e-10,1.908073e-10
197.0,2.166656e-10,2.081902e-10,2.117975e-10,1.933428e-10
197.5,1.841265e-10,1.779748e-10,1.954455e-10,1.964258e-10
198.0,1.4627e-10,1.830264e-10,1.755538e-10,1.918738e-10
198.5,1.806821e-10,2.130667e-10,2.047663e-10,1.926765e-10
199.0,2.043027e-10,2.063736e-10,2.337899e-10,1.805113e-10
199.5,1.757013e-10,1.915588e-10,1.938347e-10,1.731071e-10
200.0,1.781265e-10,1.799116e-10,1.901338e-10,1.807769e-10
200.5,2.047474e-10,1.612619e-10,1.698214e-10,1.855344e-10
201.0,2.036803e-10,1.699982e-10,1.957472e-10,1.792299e-10
201.5,1.815817e-10,1.782371e-10,2.079924e-10,1.81661e-10
202.0,1.616651e-10,1.711995e-10,1.692641e-10,1.734756e-10
202.5,1.821933e-10,1.770788e-10,1.883091e-10,1.699547e-10
203.0,1.878445e-10,1.807344e-10,2.035902e-10,2.0396e-10
203.5,1.795446e-10,1.682852e-10,1.895505e-10,2.058518e-10
204.0,1.626754e-10,1.489463e-10,1.819249e-10,1.989835e-10
204.5,1.57527e-10,1.610287e-10,1.539945e-10,1.748355e-10
205.0,1.552066e-10,1.60051e-10,1.547719e-10,1.682712e-10
205.5,1.801076e-10,1.761066e-10,2.222253e-10,1.49491e-10
206.0,1.688677e-10,1.822199e-10,1.951135e-10,1.529797e-10
206.5,1.796577e-10,1.772409e-10,1.639726e-10,1.963758e-10
207.0,1.883192e-10,1.740475e-10,1.675473e-10,2.056923e-10
207.5,1.899856e-10,1.740625e-10,1.76255e-10,1.857396e-10
208.0,1.892333e-10,1.740821e-10,1.716562e-10,1.811005e-10
208.5,1.688457e-10,1.602077e-10,1.798582e-10,1.79384e-10
209.0,1.808299e-10,1.620663e-10,1.745754e-10,1.867194e-10
209.5,1.812167e-10,1.990153e-10,1.921256e-10,2.0007e-10
210.0,1.622814e-10,2.050501e-10,2.089519e-10,1.808468e-10
210.5,1.811e-10,1.849521e-10,1.841592e-10,1.634843e-10
211.0,1.990269e-10,1.86312e-10,1.525493e-10,1.605654e-10
211.5,2.111086e-10,1.941451e-10,1.641698e-10,1.668578e-10
212.0,1.778062e-10,1.79907e-10,1.75514e-10,1.58235e-10
212.5,1.64957e-10,1.479867e-10,1.777287e-10,1.501739e-10
213.0,1.652367e-10,1.749753e-10,1.742693e-10,1.520082e-10
213.5,1.736627e-10,1.923363e-10,1.73459e-10,1.564661e-10
214.0,2.072342e-10,1.873269e-10,1.780748e-10,1.554955e-10
214.5,2.352626e-10,1.618635e-10,1.665985e-10,1.48574e-10
215.0,2.115971e-10,1.564067e-10,1.53812e-10,1.406096e-10
215.5,2.033973e-10,1.720003e-10,1.622175e-10,1.635262e-10
216.0,1.810107e-10,1.730661e-10,1.634362e-10,1.694944e-10
216.5,1.722509e-10,1.714289e-10,1.670437e-10,1.678643e-10
217.0,1.642587e-10,1.56956e-10,1.690607e-10,1.696336e-10
217.5,1.997354e-10,1.510691e-10,1.570234e-10,1.904745e-10
218.0,1.897827e-10,1.561463e-10,1.775139e-10,2.020649e-10
218.5,1.545832e-10,1.373463e-10,1.631348e-10,1.653598e-10
219.0,1.668268e-10,1.468963e-10,1.689272e-10,1.51639e-10
219.5,1.755081e-10,1.513837e-10,1.854132e-10,1.631563e-10
220.0,1.605786e-10,1.731737e-10,1.749336e-10,1.596111e-10
220.5,1.600491e-10,1.89125e-10,1.708448e-10,1.498986e-10
221.0,1.811976e-10,1.702031e-10,1.710183e-10,1.519586e-10
221.5,1.617018e-10,1.456997e-10,1.609324e-10,1.714094e-10
222.0,1.628968e-10,1.568694e-10,1.661743e-10,1.815503e-10
222.5,1.678199e-10,1.618158e-10,1.588067e-10,1.731617e-10
223.0,1.989332e-10,1.528252e-10,1.631048e-10,1.485e-10
223.5,1.814888e-10,1.645628e-10,1.824357e-10,1.565311e-10
224.0,1.623832e-10,1.749532e-10,1.682627e-10,1.78934e-10
224.5,1.668316e-10,1.545525e-10,1.599959e-10,1.829698e-10
225.0,1.654952e-10,1.600974e-10,1.721877e-10,1.857831e-10
225.5,1.5791e-10,1.580363e-10,1.664055e-10,1.586842e-10
226.0,1.600405e-10,1.627374e-10,1.606288e-10,1.278046e-10
226.5,1.763076e-10,1.700378e-10,1.520192e-10,1.607372e-10
227.0,1.691332e-10,1.57978e-10,1.614098e-10,1.699768e-10
227.5,1.765048e-10,1.43394e-10,1.564666e-10,1.536477e-10
228.0,1.642771e-10,1.279253e-10,1.495042e-10,1.545785e-10
228.5,1.563437e-10,1.469139e-10,1.590238e-10,1.776716e-10
229.0,1.5297e-10,1.363136e-10,1.629379e-10,1.83411e-10
229.5,1.716911e-10,1.275103e-10,1.673051e-10,1.672888e-10
230.0,1.937662e-10,1.301306e-10,1.758127e-10,1.579326e-10
230.5,1.546353e-10,1.270196e-10,1.605824e-10,1.474927e-10
231.0,1.58698e-10,1.505257e-10,1.355248e-10,1.477204e-10
231.5,1.639764e-10,1.489879e-10,1.343621e-10,1.632034e-10
232.0,1.535886e-10,1.35385e-10,1.329549e-10,1.465745e-10
232.5,1.444141e-10,1.57113e-10,1.341687e-10,1.526399e-10
233.0,1.473549e-10,1.413171e-10,1.501337e-10,1.328355e-10
233.5,1.589675e-10,1.357042e-10,1.335096e-10,1.286618e-10
234.0,1.517292e-10,1.364685e-10,1.52345e-10,1.409469e-10
234.5,1.565165e-10,1.51987e-10,1.662462e-10,1.421018e-10
235.0,1.667216e-10,1.712155e-10,1.560809e-10,1.548934e-10
235.5,1.513385e-10,1.462515e-10,1.741145e-10,1.642265e-10
236.0,1.517973e-10,1.483423e-10,1.576353e-10,1.460123e-10
236.5,1.457375e-10,1.427022e-10,1.394846e-10,1.50297e-10
237.0,1.323819e-10,1.46914e-10,1.509065e-10,1.526698e-10
237.5,1.384103e-10,1.436482e-10,1.633152e-10,1.683542e-10
238.0,1.632567e-10,1.488192e-10,1.398391e-10,1.62379e-10
238.5,1.77166e-10,1.676354e-10,1.320011e-10,1.60808e-10
239.0,1.80161e-10,1.556821e-10,1.342704e-10,1.500772e-10
239.5,1.664457e-10,1.616333e-10,1.384183e-10,1.362262e-10
240.0,1.456934e-10,1.628594e-10,1.496127e-10,1.43562e-10
240.5,1.542195e-10,1.565418e-10,1.581813e-10,1.293068e-10
241.0,1.611414e-10,1.375517e-10,1.55251e-10,1.247523e-10
241.5,1.601733e-10,1.33232e-10,1.354177e-10,1.322021e-10
242.0,1.564034e-10,1.552178e-10,1.342979e-10,1.4072e-10
242.5,1.431408e-10,1.600474e-10,1.468428e-10,1.688332e-10
243.0,1.586106e-10,1.497985e-10,1.44122e-10,1.608045e-10
243.5,1.432561e-10,1.470395e-10,1.4979e-10,1.443127e-10
244.0,1.236846e-10,1.684639e-10,1.455973e-10,1.410181e-10
244.5,1.372889e-10,1.707952e-10,1.524262e-10,1.418508e-10
245.0,1.246518e-10,1.450447e-10,1.711176e-10,1.362808e-10
245.5,1.051484e-10,1.335363e-10,1.44572e-10,1.148931e-10
246.0,1.226256e-10,1.608289e-10,1.389253e-10,1.208589e-10
246.5,1.449247e-10,1.516312e-10,1.397081e-10,1.353483e-10
247.0,1.504188e-10,1.278555e-10,1.718939e-10,1.417776e-10
247.5,1.426093e-10,1.353831e-10,1.847505e-10,1.531772e-10
248.0,1.292415e-10,1.342934e-10,1.481317e-10,1.674138e-10
248.5,1.422428e-10,1.325754e-10,1.380522e-10,1.540388e-10
249.0,1.560167e-10,1.286288e-10,1.400697e-10,1.497894e-10
249.5,1.568728e-10,1.264971e-10,1.476855e-10,1.408012e-10
250.0,1.527348e-10,1.329965e-10,1.386303e-10,1.267739e-10
250.5,1.452285e-10,1.405622e-10,1.334289e-10,1.405649e-10
251.0,1.387706e-10,1.272918e-10,1.33027e-10,1.453407e-10
251.5,1.486418e-10,1.288409e-10,1.238533e-10,1.593078e-10
252.0,1.52966e-10,1.552888e-10,1.158259e-10,1.664871e-10
252.5,1.366992e-10,1.575623e-10,1.339012e-10,1.457876e-10
253.0,1.379742e-10,1.727008e-10,1.377862e-10,1.184954e-10
253.5,1.202826e-10,1.56388e-10,1.279017e-10,1.252403e-10
254.0,1.267691e-10,1.236176e-10,1.412606e-10,1.266387e-10
254.5,1.50083e-10,1.335188e-10,1.516596e-10,1.292336e-10
255.0,1.740972e-10,1.525364e-10,1.392373e-10,1.561911e-10
255.5,1.548307e-10,1.516163e-10,1.488839e-10,1.254045e-10
256.0,1.360675e-10,1.251167e-10,1.378562e-10,1.171693e-10
256.5,1.406239e-10,1.128724e-10,1.329271e-10,1.267594e-10
257.0,1.510223e-10,1.189692e-10,1.535964e-10,1.296833e-10
257.5,1.301033e-10,1.363267e-10,1.619565e-10,1.340489e-10
258.0,1.413987e-10,1.528169e-10,1.293077e-10,1.178906e-10
258.5,1.47837e-10,1.496794e-10,1.396338e-10,1.208834e-10
259.0,1.526052e-10,1.430288e-10,1.440911e-10,1.454718e-10
259.5,1.441682e-10,1.42654e-10,1.394815e-10,1.425752e-10
260.0,1.303619e-10,1.244579e-10,1.44695e-10,1.333132e-10
260.5,1.217929e-10,1.36387e-10,1.440283e-10,1.350157e-10
261.0,1.376081e-10,1.281268e-10,1.406211e-10,1.432459e-10
261.5,1.540306e-10,1.430195e-10,1.503131e-10,1.328923e-10
262.0,1.393142e-10,1.504242e-10,1.391467e-10,1.218682e-10
262.5,1.243973e-10,1.437264e-10,1.297377e-10,1.36321e-10
263.0,1.26493e-10,1.196305e-10,1.256876e-10,1.200616e-10
263.5,1.274233e-10,1.079547e-10,1.267625e-10,1.087429e-10
264.0,1.196168e-10,1.243493e-10,1.325994e-10,1.128777e-10
264.5,1.324659e-10,1.444809e-10,1.333772e-10,1.251853e-10
265.0,1.388754e-10,1.437594e-10,1.328658e-10,1.18442e-10
265.5,1.347077e-10,1.219544e-10,1.349019e-10,1.126019e-10
266.0,1.27183e-10,1.18205e-10,1.385314e-10,1.177406e-10
266.5,1.214084e-10,1.437202e-10,1.399165e-10,1.050536e-10
267.0,1.245535e-10,1.516647e-10,1.293001e-10,1.088044e-10
267.5,1.152444e-10,1.443174e-10,1.240161e-10,1.227502e-10
268.0,1.28526e-10,1.286062e-10,1.292979e-10,1.322127e-10
268.5,1.168636e-10,1.279362e-10,1.319901e-10,1.311761e-10
269.0,1.446201e-10,1.287899e-10,1.386456e-10,1.236585e-10
269.5,1.468201e-10,1.155347e-10,1.293129e-10,1.127391e-10
270.0,1.41699e-10,1.295196e-10,1.330731e-10,1.28364e-10
270.5,1.489226e-10,1.311712e-10,1.405417e-10,1.331166e-10
271.0,1.424942e-10,1.27551e-10,1.359228e-10,1.190424e-10
271.5,1.170686e-10,1.202382e-10,1.237318e-10,1.151785e-10
272.0,1.153046e-10,1.302077e-10,1.144207e-10,1.032981e-10
272.5,1.113511e-10,1.396036e-10,1.165298e-10,1.013872e-10
273.0,1.267661e-10,1.328895e-10,1.204725e-10,1.206055e-10
273.5,1.368637e-10,1.280075e-10,1.358657e-10,1.269346e-10
274.0,1.32751e-10,1.356147e-10,1.392481e-10,1.239181e-10
274.5,1.177415e-10,1.14578e-10,1.321435e-10,1.380818e-10
275.0,9.731788e-11,1.15488e-10,1.328756e-10,1.405094e-10
275.5,1.219871e-10,1.208897e-10,1.3129e-10,1.205746e-10
276.0,1.376238e-10,1.258903e-10,1.363521e-10,1.335129e-10
276.5,1.231632e-10,1.271873e-10,1.471783e-10,1.356129e-10
277.0,1.44417e-10,1.2821e-10,1.200474e-10,1.153795e-10
277.5,1.245104e-10,1.092247e-10,1.187523e-10,1.105581e-10
278.0,1.156753e-10,1.241771e-10,1.290566e-10,1.08669e-10
278.5,1.06764e-10,1.306705e-10,1.271325e-10,1.11279e-10
279.0,1.089741e-10,1.296985e-10,1.311186e-10,1.211294e-10
279.5,1.170352e-10,1.038494e-10,1.251863e-10,1.306378e-10
280.0,1.160918e-10,1.196703e-10,1.237452e-10,1.346155e-10
280.5,1.308859e-10,1.42391e-10,1.038973e-10,1.207777e-10
281.0,1.242014e-10,1.269159e-10,1.076609e-10,1.350627e-10
281.5,1.18004e-10,1.125962e-10,1.222887e-10,1.27136e-10
282.0,1.37188e-10,1.201482e-10,1.215614e-10,1.270204e-10
282.5,1.268811e-10,1.085815e-10,1.125938e-10,1.227769e-10
283.0,1.151836e-10,1.034897e-10,1.287119e-10,1.066925e-10
283.5,1.104246e-10,1.100826e-10,1.30262e-10,1.354031e-10
284.0,1.074945e-10,1.241564e-10,1.117982e-10,1.329435e-10
284.5,1.038393e-10,1.321949e-10,1.141049e-10,1.271309e-10
285.0,1.143632e-10,1.185083e-10,1.142096e-10,1.312487e-10
285.5,1.008332e-10,1.193865e-10,9.969183e-11,1.164119e-10
286.0,1.154155e-10,1.175847e-10,1.069386e-10,9.669327e-11
286.5,1.207429e-10,1.008114e-10,1.105883e-10,1.074527e-10
287.0,1.112847e-10,1.052964e-10,1.232695e-10,1.189939e-10
287.5,1.139381e-10,1.151454e-10,1.207913e-10,1.175055e-10
288.0,1.172391e-10,1.280975e-10,1.118932e-10,1.231216e-10
288.5,1.042176e-10,1.311493e-10,1.092695e-10,1.227322e-10
289.0,1.068055e-10,1.192761e-10,1.111836e-10,1.121002e-10
289.5,1.0339e-10,9.699085e-11,1.249912e-10,1.227622e-10
290.0,1.117316e-10,1.118078e-10,1.145715e-10,1.215675e-10
290.5,1.204156e-10,1.090383e-10,1.017496e-10,1.24518e-10
291.0,1.151215e-10,1.140655e-10,1.109989e-10,1.20814e-10
291.5,1.18636e-10,1.157722e-10,1.22782e-10,1.054738e-10
292.0,1.21967e-10,1.261287e-10,1.11982e-10,1.082275e-10
292.5,1.124728e-10,1.185496e-10,1.037464e-10,1.092956e-10
293.0,1.10497e-10,1.193444e-10,1.167191e-10,1.057068e-10
293.5,1.117132e-10,1.269457e-10,1.278716e-10,1.051157e-10
294.0,1.158568e-10,1.218044e-10,1.319928e-10,9.876736e-11
294.5,1.191265e-10,1.248396e-10,1.211734e-10,1.016463e-10
295.0,1.190583e-10,1.156887e-10,1.061869e-10,1.155739e-10
295.5,1.197527e-10,1.174935e-10,1.038638e-10,1.142867e-10
296.0,1.190834e-10,1.168811e-10,1.100273e-10,1.053106e-10
296.5,1.182545e-10,1.170424e-10,1.126614e-10,1.072334e-10
297.0,1.142521e-10,1.065332e-10,1.280142e-10,1.195797e-10
297.5,1.219844e-10,1.022834e-10,1.25949e-10,1.160381e-10
298.0,1.3083e-10,1.094158e-10,1.12649e-10,1.236068e-10
298.5,1.188706e-10,1.230647e-10,1.188915e-10,1.19641e-10
299.0,1.130518e-10,1.142095e-10,1.217703e-10,1.134084e-10
299.5,1.134152e-10,1.037267e-10,1.047228e-10,9.67338e-11
300.0,1.075437e-10,9.660152e-11,9.53392e-11,9.104122e-11
300.5,1.047423e-10,8.504024e-11,1.208821e-10,1.142974e-10
301.0,1.004501e-10,9.367809e-11,1.323193e-10,1.112752e-10
301.5,9.824716e-11,1.096882e-10,1.180017e-10,1.042735e-10
302.0,1.085184e-10,1.172101e-10,1.07723e-10,1.040688e-10
302.5,1.263161e-10,1.048222e-10,1.122894e-10,1.133321e-10
303.0,1.290736e-10,1.013313e-10,1.116871e-10,1.286197e-10
303.5,1.086648e-10,1.094156e-10,1.116914e-10,1.303607e-10
304.0,1.142921e-10,1.095e-10,1.155523e-10,1.176703e-10
304.5,1.132309e-10,1.016721e-10,1.123592e-10,1.074151e-10
305.0,1.135194e-10,1.132972e-10,9.582091e-11,1.165907e-10
305.5,1.071561e-10,1.35236e-10,1.11649e-10,9.99749e-11
306.0,1.090533e-10,1.308677e-10,1.037468e-10,1.032305e-10
306.5,1.180537e-10,1.194574e-10,1.116863e-10,1.192907e-10
307.0,1.082564e-10,1.185233e-10,1.172935e-10,1.239396e-10
307.5,1.108241e-10,1.191677e-10,1.20637e-10,1.124688e-10
308.0,1.115004e-10,1.037089e-10,1.198065e-10,1.022611e-10
308.5,1.180696e-10,8.962001e-11,1.113611e-10,9.542563e-11
309.0,1.225673e-10,9.686921e-11,8.512063e-11,1.226852e-10
309.5,1.124852e-10,9.840968e-11,9.424839e-11,1.104912e-10
310.0,1.123618e-10,9.335504e-11,1.000074e-10,1.019361e-10
310.5,1.044823e-10,1.036995e-10,1.021151e-10,1.074001e-10
311.0,9.4077e-11,1.009116e-10,9.817207e-11,1.167181e-10
311.5,1.22097e-10,9.441369e-11,9.569605e-11,1.050329e-10
312.0,1.135851e-10,1.069823e-10,1.137535e-10,8.647898e-11
312.5,9.65609e-11,1.124374e-10,1.104519e-10,9.590198e-11
313.0,9.125818e-11,1.081616e-10,1.325248e-10,1.065633e-10
313.5,1.01722e-10,1.067787e-10,1.242112e-10,1.043966e-10
314.0,1.054901e-10,1.014192e-10,1.063929e-10,9.930963e-11
314.5,1.025889e-10,1.072479e-10,1.039527e-10,1.006429e-10
315.0,1.034795e-10,9.945587e-11,1.065046e-10,1.180675e-10
315.5,1.114158e-10,1.100427e-10,9.145053e-11,1.129899e-10
316.0,1.112424e-10,1.092135e-10,9.232137e-11,1.042589e-10
316.5,1.154537e-10,1.190818e-10,1.085394e-10,1.07451e-10
317.0,1.10137e-10,1.104212e-10,1.036328e-10,1.148095e-10
317.5,1.062041e-10,9.352105e-11,1.095237e-10,1.10369e-10
318.0,9.441753e-11,1.052111e-10,1.130328e-10,9.953929e-11
318.5,1.077726e-10,1.146874e-10,1.084877e-10,1.144981e-10
319.0,1.013351e-10,1.026342e-10,1.125138e-10,1.082686e-10
319.5,1.056772e-10,1.126878e-10,9.999832e-11,1.101868e-10
320.0,1.104935e-10,1.009977e-10,9.228242e-11,1.006906e-10
320.5,1.014706e-10,9.625954e-11,8.87292e-11,9.289563e-11
321.0,9.769379e-11,9.665651e-11,8.944431e-11,9.941094e-11
321.5,8.971125e-11,1.087477e-10,1.055501e-10,9.344679e-11
322.0,9.793093e-11,1.007513e-10,1.081278e-10,9.282442e-11
322.5,1.027363e-10,9.808173e-11,1.18547e-10,1.083446e-10
323.0,1.22534e-10,8.704233e-11,1.108847e-10,1.125202e-10
323.5,1.277126e-10,8.266456e-11,1.041995e-10,1.054572e-10
324.0,1.04543e-10,8.473689e-11,9.442185e-11,1.124629e-10
324.5,1.015428e-10,1.048802e-10,9.515078e-11,1.089783e-10
325.0,9.201608e-11,1.240607e-10,9.774911e-11,1.057271e-10
325.5,8.507541e-11,1.002058e-10,9.310921e-11,1.059372e-10
326.0,9.841451e-11,9.125093e-11,9.717089e-11,9.789047e-11
326.5,1.123033e-10,9.48168e-11,9.928517e-11,9.187039e-11
327.0,1.066017e-10,8.817148e-11,9.310884e-11,9.133245e-11
327.5,8.449797e-11,8.923427e-11,9.613838e-11,1.013447e-10
328.0,8.74114e-11,9.988933e-11,9.409462e-11,1.095684e-10
328.5,9.491082e-11,1.130989e-10,8.312781e-11,9.440911e-11
329.0,8.152855e-11,1.148982e-10,9.075465e-11,8.387747e-11
329.5,8.547532e-11,1.040822e-10,1.023111e-10,9.647549e-11
330.0,9.04386e-11,1.038612e-10,1.10568e-10,1.007416e-10
330.5,8.764073e-11,1.057499e-10,9.911165e-11,1.066215e-10
331.0,9.106334e-11,1.049233e-10,1.007906e-10,1.152644e-10
331.5,1.028482e-10,9.774494e-11,1.016991e-10,1.125806e-10
332.0,8.102296e-11,9.39218e-11,9.557011e-11,1.0699e-10
332.5,9.538772e-11,8.683525e-11,9.518823e-11,1.070429e-10
333.0,1.002177e-10,8.932146e-11,8.151847e-11,9.781442e-11
333.5,8.49757e-11,8.7434e-11,9.681494e-11,9.58261e-11
334.0,9.861238e-11,8.515358e-11,1.072681e-10,8.913773e-11
334.5,9.368948e-11,9.983702e-11,1.109667e-10,9.943415e-11
335.0,1.038536e-10,1.007821e-10,9.831472e-11,1.087156e-10
335.5,1.00904e-10,1.013697e-10,9.979494e-11,1.063263e-10
336.0,9.059745e-11,9.888294e-11,9.638684e-11,9.799682e-11
336.5,9.688199e-11,9.92046e-11,1.020851e-10,1.033679e-10
337.0,8.515762e-11,9.612961e-11,1.011523e-10,1.115378e-10
337.5,8.111734e-11,1.031799e-10,8.567486e-11,9.207386e-11
338.0,9.476195e-11,1.062486e-10,9.404523e-11,8.069333e-11
338.5,9.431986e-11,8.76973e-11,9.921654e-11,9.229102e-11
339.0,8.22628e-11,9.677911e-11,9.746021e-11,9.183842e-11
339.5,1.003843e-10,1.052002e-10,9.821006e-11,9.09206e-11
340.0,1.098096e-10,1.099158e-10,8.776709e-11,7.982761e-11
340.5,8.45701e-11,9.606178e-11,8.883345e-11,9.091721e-11
341.0,7.817385e-11,1.057032e-10,8.858238e-11,9.3259e-11
341.5,7.782746e-11,1.098973e-10,8.859933e-11,8.335631e-11
342.0,8.646839e-11,9.303083e-11,9.797879e-11,8.895535e-11
342.5,9.90596e-11,9.367699e-11,1.028623e-10,1.043825e-10
343.0,9.770081e-11,1.030346e-10,9.77886e-11,1.074727e-10
343.5,1.034928e-10,1.003374e-10,1.036488e-10,9.436842e-11
344.0,9.497118e-11,9.776904e-11,9.808063e-11,9.388679e-11
344.5,9.018263e-11,8.965328e-11,1.009093e-10,8.58365e-11
345.0,9.144124e-11,8.514445e-11,9.470965e-11,8.605979e-11
345.5,9.551764e-11,9.119559e-11,9.249534e-11,9.630535e-11
346.0,9.794693e-11,9.695642e-11,8.826131e-11,9.954691e-11
346.5,9.615402e-11,9.381294e-11,8.460337e-11,9.254766e-11
347.0,1.141573e-10,9.508563e-11,7.377982e-11,9.29196e-11
347.5,1.024004e-10,1.02958e-10,7.614975e-11,9.974251e-11
348.0,8.770697e-11,9.492463e-11,8.586989e-11,9.56942e-11
348.5,9.101198e-11,8.533635e-11,9.224774e-11,9.058022e-11
349.0,8.864953e-11,8.790657e-11,9.562152e-11,9.773161e-11
349.5,8.160758e-11,8.120093e-11,1.111759e-10,1.051765e-10
350.0,8.597698e-11,9.234288e-11,9.899809e-11,1.024736e-10
350.5,8.942342e-11,8.642199e-11,8.895638e-11,9.941329e-11
351.0,1.073992e-10,7.728925e-11,8.578002e-11,1.011553e-10
351.5,1.09827e-10,8.939549e-11,9.555787e-11,1.079445e-10
352.0,8.987599e-11,9.668148e-11,9.991064e-11,9.772452e-11
352.5,9.983583e-11,9.435248e-11,9.399275e-11,8.913817e-11
353.0,9.668569e-11,9.25925e-11,9.25035e-11,8.459046e-11
353.5,8.119504e-11,7.854672e-11,8.937132e-11,7.941208e-11
354.0,8.798877e-11,8.214296e-11,9.544673e-11,8.984042e-11
354.5,9.465358e-11,9.167701e-11,9.970699e-11,9.472276e-11
355.0,9.133416e-11,7.960631e-11,8.609737e-11,9.366374e-11
355.5,9.436908e-11,8.659858e-11,8.636086e-11,9.239779e-11
356.0,8.453716e-11,8.543856e-11,8.721369e-11,8.999888e-11
356.5,8.966996e-11,8.209345e-11,8.991351e-11,9.088082e-11
357.0,1.042004e-10,8.302393e-11,9.809943e-11,9.253866e-11
357.5,1.053468e-10,7.980992e-11,9.9789e-11,1.027742e-10
358.0,9.281542e-11,8.247206e-11,8.707234e-11,9.916366e-11
358.5,8.778991e-11,8.412795e-11,8.422427e-11,7.815428e-11
359.0,9.307152e-11,9.012328e-11,8.361708e-11,7.252773e-11
359.5,9.40417e-11,9.811377e-11,8.66477e-11,9.419709e-11
360.0,8.287823e-11,9.316674e-11,1.095713e-10,9.401013e-11
360.5,7.957463e-11,1.025202e-10,1.083594e-10,8.666558e-11
361.0,8.765651e-11,9.634828e-11,9.886203e-11,8.491237e-11
361.5,1.147005e-10,8.381155e-11,9.312492e-11,8.522847e-11
362.0,1.011573e-10,8.761919e-11,9.075018e-11,7.791943e-11
362.5,8.686295e-11,9.038541e-11,9.902856e-11,9.467678e-11
363.0,8.309805e-11,9.136641e-11,8.739298e-11,9.709775e-11
363.5,8.288767e-11,9.002792e-11,7.344096e-11,1.028862e-10
364.0,9.279817e-11,9.238781e-11,8.279657e-11,9.823621e-11
364.5,1.00806e-10,9.976389e-11,7.76376e-11,9.273872e-11
365.0,9.743995e-11,9.50517e-11,9.143494e-11,9.236999e-11
365.5,8.803583e-11,8.089338e-11,8.36186e-11,8.18392e-11
366.0,8.648757e-11,8.488762e-11,7.779538e-11,7.972409e-11
366.5,9.287002e-11,9.260349e-11,8.686089e-11,7.89682e-11
367.0,8.322529e-11,8.534097e-11,8.484136e-11,8.024034e-11
367.5,8.637577e-11,9.092965e-11,8.578569e-11,8.601148e-11
368.0,8.248128e-11,8.160084e-11,1.01702e-10,8.702419e-11
368.5,8.958453e-11,8.52616e-11,8.907459e-11,8.426044e-11
369.0,9.047567e-11,9.63273e-11,8.659611e-11,7.81892e-11
369.5,7.882574e-11,9.266387e-11,8.548945e-11,7.404603e-11
370.0,9.227617e-11,9.079541e-11,8.319403e-11,8.521375e-11
370.5,7.952843e-11,7.553488e-11,8.568143e-11,9.171992e-11
371.0,7.595987e-11,7.8362e-11,7.972992e-11,8.463875e-11
371.5,8.059997e-11,7.890087e-11,8.058688e-11,8.787272e-11
372.0,7.797648e-11,7.498598e-11,8.465591e-11,9.695593e-11
372.5,8.548129e-11,6.736774e-11,8.533856e-11,9.337975e-11
373.0,8.507244e-11,7.111635e-11,8.595531e-11,7.931156e-11
373.5,8.544071e-11,8.18151e-11,8.998691e-11,7.720011e-11
374.0,8.264997e-11,8.404844e-11,8.399457e-11,7.791087e-11
374.5,8.412707e-11,7.839919e-11,8.457349e-11,8.968074e-11
375.0,8.539947e-11,1.022936e-10,8.472662e-11,9.280698e-11
375.5,8.68276e-11,9.519198e-11,7.540539e-11,9.212213e-11
376.0,8.275505e-11,8.523948e-11,7.119256e-11,9.49363e-11
376.5,7.306467e-11,8.619604e-11,8.091385e-11,8.430022e-11
377.0,7.481003e-11,8.381158e-11,7.84845e-11,7.565774e-11
377.5,8.012734e-11,8.626583e-11,8.623962e-11,8.170062e-11
378.0,7.864438e-11,9.535122e-11,8.162048e-11,8.717962e-11
378.5,7.191448e-11,1.046724e-10,8.042034e-11,8.869207e-11
379.0,8.183053e-11,8.486283e-11,8.089445e-11,7.272023e-11
379.5,8.130778e-11,7.268759e-11,7.486893e-11,8.21606e-11
380.0,8.1129e-11,7.439868e-11,8.471477e-11,9.422407e-11
380.5,7.939049e-11,7.304536e-11,8.857413e-11,8.116393e-11
381.0,7.187891e-11,8.060769e-11,7.770858e-11,8.193408e-11
381.5,7.022143e-11,8.590988e-11,8.016741e-11,8.021647e-11
382.0,7.768353e-11,7.577253e-11,8.684924e-11,7.531311e-11
382.5,7.905349e-11,8.810529e-11,8.645357e-11,8.059226e-11
383.0,8.571433e-11,7.741978e-11,8.487318e-11,7.4632e-11
383.5,9.05721e-11,8.021076e-11,9.249088e-11,8.131656e-11
384.0,7.826548e-11,7.992033e-11,9.566753e-11,7.475957e-11
384.5,8.49846e-11,8.809119e-11,8.915897e-11,7.060455e-11
385.0,8.215635e-11,8.87417e-11,8.896919e-11,6.342254e-11
385.5,8.003393e-11,8.657959e-11,8.164766e-11,7.549117e-11
386.0,8.895966e-11,8.438492e-11,8.460567e-11,9.239368e-11
386.5,8.148852e-11,7.268394e-11,7.643625e-11,9.540129e-11
