Hz,113NE,113NW,113SW,113M,113SE
157.5,2.572487e-10,3.505329e-10,3.01287e-10,2.991415e-10,2.700498e-10
158.0,3.040875e-10,4.587729e-10,2.744866e-10,2.45293e-10,2.564262e-10
158.5,3.061731e-10,4.96543e-10,3.024534e-10,2.489567e-10,2.640106e-10
159.0,2.499475e-10,4.808801e-10,2.531274e-10,2.573879e-10,2.520466e-10
159.5,2.125519e-10,5.891757e-10,2.71815e-10,2.645762e-10,2.372758e-10
160.0,2.418999e-10,5.434923e-10,2.702784e-10,2.534985e-10,2.405252e-10
160.5,2.67634e-10,5.189782e-10,2.650097e-10,2.647467e-10,2.636287e-10
161.0,2.87102e-10,5.250146e-10,2.443068e-10,2.709454e-10,2.468206e-10
161.5,2.834398e-10,5.126365e-10,2.68737e-10,2.73785e-10,2.627019e-10
162.0,3.117979e-10,5.904442e-10,2.829512e-10,2.495245e-10,2.798906e-10
162.5,3.37584e-10,6.349416e-10,3.032441e-10,2.427265e-10,2.390581e-10
163.0,3.405275e-10,5.257452e-10,3.073785e-10,2.428464e-10,2.219951e-10
163.5,3.201937e-10,5.245693e-10,3.070472e-10,2.630812e-10,2.316972e-10
164.0,3.412729e-10,5.69214e-10,2.449555e-10,2.937316e-10,2.317131e-10
164.5,3.611123e-10,5.791053e-10,2.183773e-10,2.452226e-10,2.46929e-10
165.0,3.714979e-10,4.785025e-10,2.410292e-10,2.727411e-10,2.407529e-10
165.5,3.961865e-10,4.881459e-10,2.39045e-10,2.742615e-10,2.412171e-10
166.0,3.85848e-10,4.765467e-10,2.38293e-10,2.561066e-10,2.648476e-10
166.5,3.702142e-10,4.642608e-10,2.393814e-10,2.419202e-10,2.519397e-10
167.0,3.616254e-10,5.262265e-10,2.083589e-10,2.25867e-10,2.449062e-10
167.5,4.44068e-10,5.039525e-10,3.012806e-10,2.611788e-10,2.618009e-10
168.0,4.609546e-10,4.26616e-10,4.233946e-10,2.783238e-10,2.45663e-10
168.5,5.238985e-10,4.732894e-10,3.444558e-10,2.943026e-10,2.542268e-10
169.0,5.447583e-10,5.201414e-10,3.511475e-10,2.720019e-10,2.379231e-10
169.5,6.108252e-10,5.575509e-10,3.330246e-10,2.194721e-10,2.777827e-10
170.0,6.067659e-10,5.029077e-10,3.606272e-10,2.176758e-10,2.355753e-10
170.5,5.788894e-10,3.726486e-10,3.933244e-10,2.499317e-10,2.429725e-10
171.0,5.311366e-10,3.723799e-10,4.245319e-10,2.244934e-10,2.640415e-10
171.5,4.703712e-10,3.502691e-10,4.212497e-10,2.381103e-10,2.252546e-10
172.0,5.494311e-10,3.289253e-10,4.889579e-10,2.670351e-10,2.227388e-10
172.5,5.05737e-10,3.198657e-10,4.741273e-10,2.662816e-10,2.536949e-10
173.0,4.890969e-10,3.731307e-10,4.63809e-10,2.222608e-10,2.468936e-10
173.5,4.364769e-10,3.461685e-10,4.131669e-10,2.36437e-10,2.466262e-10
174.0,3.436845e-10,2.782078e-10,4.931232e-10,2.308843e-10,2.187056e-10
174.5,4.215442e-10,2.921057e-10,6.013731e-10,2.206555e-10,2.460788e-10
175.0,4.346079e-10,2.929718e-10,5.574144e-10,2.484943e-10,2.443703e-10
175.5,4.613755e-10,2.713597e-10,5.447083e-10,2.712627e-10,2.497305e-10
176.0,4.674465e-10,2.443285e-10,5.360019e-10,2.241274e-10,2.282991e-10
176.5,4.104889e-10,2.450116e-10,5.168339e-10,2.23443e-10,2.199806e-10
177.0,3.71571e-10,2.278477e-10,4.605609e-10,2.258618e-10,2.425852e-10
177.5,3.382881e-10,2.157382e-10,5.221535e-10,2.201697e-10,2.598861e-10
178.0,4.357565e-10,2.316253e-10,4.821943e-10,2.454867e-10,2.326024e-10
178.5,4.002395e-10,2.386303e-10,4.298963e-10,2.347026e-10,2.131353e-10
179.0,3.58856e-10,2.252548e-10,4.410834e-10,2.119586e-10,2.009352e-10
179.5,3.441274e-10,2.331425e-10,4.491848e-10,2.357349e-10,2.541834e-10
180.0,2.798811e-10,2.178663e-10,4.086168e-10,2.304656e-10,2.338439e-10
180.5,2.939435e-10,2.177135e-10,4.77517e-10,2.179256e-10,2.11922e-10
181.0,2.976064e-10,2.319173e-10,5.197747e-10,2.554333e-10,2.392795e-10
181.5,2.515887e-10,2.238482e-10,4.628574e-10,2.316343e-10,2.367435e-10
182.0,2.851196e-10,1.894201e-10,4.184156e-10,2.098008e-10,2.390384e-10
182.5,3.202128e-10,1.966793e-10,3.541684e-10,2.067399e-10,1.916958e-10
183.0,3.49735e-10,2.093427e-10,3.425136e-10,2.295946e-10,1.963538e-10
183.5,3.217378e-10,2.200782e-10,3.724174e-10,2.066063e-10,2.145919e-10
184.0,2.947674e-10,2.224363e-10,3.399266e-10,2.1486e-10,2.009559e-10
184.5,2.723498e-10,2.042565e-10,2.715096e-10,2.202998e-10,2.048676e-10
185.0,2.610692e-10,1.907262e-10,2.642868e-10,2.158056e-10,1.908293e-10
185.5,2.421806e-10,1.905636e-10,2.639369e-10,2.280245e-10,2.288178e-10
186.0,2.272364e-10,1.590529e-10,2.661531e-10,2.129647e-10,2.536504e-10
186.5,2.259834e-10,1.737246e-10,2.548156e-10,2.059195e-10,2.230607e-10
187.0,2.43507e-10,1.959208e-10,2.57969e-10,2.251622e-10,2.295e-10
187.5,2.305036e-10,2.112325e-10,2.7205e-10,1.992451e-10,2.01165e-10
188.0,2.266068e-10,2.407759e-10,2.660044e-10,1.853875e-10,2.173172e-10
188.5,2.310458e-10,2.202936e-10,2.381565e-10,2.136722e-10,2.433548e-10
189.0,2.026636e-10,2.160849e-10,2.5966e-10,2.478786e-10,2.34697e-10
189.5,2.193097e-10,1.973864e-10,2.712897e-10,2.654179e-10,2.122073e-10
190.0,2.252651e-10,1.837655e-10,2.303714e-10,2.442023e-10,2.080645e-10
190.5,2.182382e-10,1.653401e-10,2.179612e-10,2.294444e-10,2.285989e-10
191.0,2.073051e-10,1.731552e-10,2.239737e-10,2.107586e-10,2.404556e-10
191.5,2.145873e-10,1.743434e-10,2.25153e-10,2.221576e-10,2.437327e-10
192.0,2.108036e-10,1.845216e-10,2.458813e-10,2.268159e-10,2.28066e-10
192.5,1.94609e-10,2.086084e-10,2.239888e-10,2.113267e-10,2.38669e-10
193.0,1.799073e-10,1.962469e-10,2.17774e-10,1.958314e-10,2.25407e-10
193.5,1.930781e-10,1.953456e-10,1.956127e-10,2.064263e-10,2.29478e-10
194.0,2.033972e-10,2.027645e-10,1.990613e-10,2.172013e-10,2.100647e-10
194.5,1.976811e-10,2.059842e-10,1.971556e-10,2.05461e-10,2.010533e-10
195.0,1.827714e-10,2.239403e-10,2.006257e-10,2.070529e-10,2.06675e-10
195.5,1.841538e-10,2.005431e-10,1.832152e-10,2.01685e-10,1.920299e-10
196.0,2.002938e-10,2.067475e-10,1.896878e-10,1.654999e-10,2.065386e-10
196.5,2.029337e-10,1.907396e-10,1.848303e-10,1.780733e-10,2.083193e-10
197.0,2.044239e-10,2.058588e-10,1.814963e-10,1.910705e-10,1.825772e-10
197.5,1.982416e-10,1.726853e-10,1.919068e-10,2.069672e-10,1.975108e-10
198.0,1.700716e-10,1.797704e-10,1.977942e-10,2.132953e-10,1.949201e-10
198.5,1.763707e-10,1.903721e-10,1.995099e-10,1.74037e-10,1.939097e-10
199.0,1.744049e-10,1.879169e-10,2.110497e-10,1.759725e-10,1.847818e-10
199.5,1.861715e-10,1.783948e-10,2.092269e-10,2.206836e-10,1.942896e-10
200.0,1.931948e-10,1.773981e-10,1.963611e-10,2.206802e-10,1.748571e-10
200.5,1.993887e-10,1.973531e-10,2.166701e-10,1.839907e-10,1.86024e-10
201.0,2.03176e-10,1.998214e-10,1.976275e-10,1.986196e-10,1.819586e-10
201.5,1.944857e-10,2.136029e-10,1.73143e-10,2.161901e-10,2.015154e-10
202.0,1.722976e-10,2.229466e-10,1.711848e-10,2.081033e-10,1.851646e-10
202.5,1.727558e-10,2.003397e-10,1.928258e-10,2.128433e-10,1.919587e-10
203.0,1.941487e-10,1.916454e-10,1.992336e-10,2.008257e-10,1.833833e-10
203.5,1.828861e-10,1.902594e-10,1.911047e-10,2.168281e-10,1.7518e-10
204.0,1.83227e-10,1.898398e-10,2.067141e-10,1.802685e-10,1.831785e-10
204.5,2.05518e-10,1.834917e-10,1.840318e-10,1.770281e-10,1.844731e-10
205.0,1.966269e-10,1.894477e-10,1.803576e-10,1.753523e-10,1.652379e-10
205.5,1.781404e-10,2.002733e-10,2.135862e-10,1.859865e-10,1.66299e-10
206.0,1.659409e-10,1.835231e-10,2.013731e-10,1.819471e-10,1.886785e-10
206.5,1.618546e-10,1.724464e-10,2.069057e-10,1.884991e-10,2.202252e-10
207.0,1.612299e-10,2.025597e-10,1.917791e-10,2.172365e-10,1.987937e-10
207.5,1.900431e-10,2.027444e-10,1.811669e-10,2.107168e-10,1.820809e-10
208.0,1.752494e-10,1.997847e-10,1.75515e-10,1.887365e-10,1.802398e-10
208.5,1.659849e-10,1.936075e-10,1.898665e-10,1.766328e-10,1.841817e-10
209.0,1.68448e-10,1.67826e-10,2.152729e-10,1.796053e-10,1.937249e-10
209.5,1.809474e-10,2.025116e-10,2.02886e-10,1.784838e-10,1.60873e-10
210.0,1.598061e-10,2.147555e-10,1.90366e-10,1.871894e-10,1.754859e-10
210.5,1.674784e-10,1.8664e-10,2.010865e-10,2.025237e-10,1.870412e-10
211.0,1.775702e-10,1.906734e-10,1.930568e-10,2.027704e-10,1.83258e-10
211.5,1.631282e-10,1.640502e-10,1.878944e-10,1.776421e-10,2.252743e-10
212.0,1.691359e-10,1.614664e-10,1.74193e-10,1.59144e-10,2.120115e-10
212.5,1.514519e-10,1.835697e-10,1.988593e-10,1.963724e-10,1.622433e-10
213.0,1.358384e-10,1.914009e-10,1.957118e-10,1.899512e-10,1.65133e-10
213.5,1.607386e-10,1.802108e-10,1.686419e-10,1.889505e-10,1.708158e-10
214.0,1.800348e-10,1.856443e-10,1.747554e-10,1.646845e-10,1.555169e-10
214.5,1.579879e-10,1.807675e-10,1.853779e-10,1.550922e-10,1.823301e-10
215.0,1.528634e-10,1.643203e-10,1.970813e-10,1.843892e-10,1.797118e-10
215.5,1.640545e-10,1.701192e-10,1.668804e-10,1.731663e-10,1.779633e-10
216.0,1.792629e-10,1.781268e-10,1.496242e-10,1.589739e-10,1.688916e-10
216.5,2.099314e-10,1.461685e-10,1.483468e-10,1.710313e-10,1.714156e-10
217.0,1.760731e-10,1.311892e-10,1.636974e-10,1.874231e-10,1.566223e-10
217.5,1.536461e-10,1.415443e-10,1.631479e-10,1.781276e-10,1.729509e-10
218.0,1.666071e-10,1.663202e-10,1.583545e-10,1.882586e-10,1.851898e-10
218.5,1.689523e-10,1.937541e-10,1.624402e-10,1.636666e-10,1.746341e-10
219.0,1.680118e-10,1.663619e-10,1.558372e-10,1.363426e-10,1.801297e-10
219.5,1.576541e-10,1.859499e-10,1.616593e-10,1.435686e-10,1.84738e-10
220.0,1.50648e-10,1.984534e-10,1.733174e-10,1.696702e-10,1.758455e-10
220.5,1.427812e-10,1.942586e-10,1.849883e-10,1.857668e-10,1.449207e-10
221.0,1.542995e-10,1.653214e-10,1.874188e-10,1.706253e-10,1.739162e-10
221.5,1.714596e-10,1.586974e-10,1.603999e-10,1.589169e-10,1.699816e-10
222.0,1.890431e-10,1.698002e-10,1.574622e-10,1.4008e-10,1.670036e-10
222.5,1.681439e-10,1.701589e-10,1.448718e-10,1.599004e-10,1.611235e-10
223.0,1.530555e-10,1.925408e-10,1.548743e-10,1.638827e-10,1.65018e-10
223.5,1.394022e-10,1.748556e-10,1.63536e-10,1.717954e-10,1.502648e-10
224.0,1.563023e-10,1.515333e-10,1.676621e-10,1.551211e-10,1.375453e-10
224.5,1.572939e-10,1.928802e-10,1.793625e-10,1.536382e-10,1.774725e-10
225.0,1.592726e-10,1.931471e-10,1.638413e-10,1.582355e-10,1.889529e-10
225.5,1.673959e-10,1.54259e-10,1.621901e-10,1.467613e-10,1.818601e-10
226.0,1.906172e-10,1.328076e-10,1.337158e-10,1.445184e-10,1.822864e-10
226.5,1.638614e-10,1.449496e-10,1.319104e-10,1.626058e-10,1.54864e-10
227.0,1.399567e-10,1.604064e-10,1.663764e-10,1.638535e-10,1.583787e-10
227.5,1.477793e-10,1.669196e-10,1.704687e-10,1.797965e-10,1.631308e-10
228.0,1.653109e-10,1.455205e-10,1.490187e-10,1.893697e-10,1.603054e-10
228.5,1.722989e-10,1.367882e-10,1.529792e-10,1.670034e-10,1.673843e-10
229.0,1.516384e-10,1.671306e-10,1.517669e-10,1.581807e-10,1.593705e-10
229.5,1.493988e-10,1.862136e-10,1.391922e-10,1.359346e-10,1.365062e-10
230.0,1.470187e-10,1.822556e-10,1.335067e-10,1.483481e-10,1.355747e-10
230.5,1.556081e-10,1.61813e-10,1.351484e-10,1.568464e-10,1.34301e-10
231.0,1.665922e-10,1.528585e-10,1.554883e-10,1.83421e-10,1.358587e-10
231.5,1.702443e-10,1.53993e-10,1.4486e-10,1.809644e-10,1.458267e-10
232.0,1.510004e-10,1.431738e-10,1.291258e-10,1.547105e-10,1.52657e-10
232.5,1.385395e-10,1.53469e-10,1.508365e-10,1.483163e-10,1.31239e-10
233.0,1.494671e-10,1.643213e-10,1.556519e-10,1.699483e-10,1.279913e-10
233.5,1.670017e-10,1.630854e-10,1.764242e-10,1.875635e-10,1.571134e-10
234.0,1.574145e-10,1.714396e-10,1.52828e-10,1.6648e-10,1.522333e-10
234.5,1.584896e-10,1.618698e-10,1.517327e-10,1.674335e-10,1.972293e-10
235.0,1.638439e-10,1.57861e-10,1.433845e-10,1.608354e-10,1.909826e-10
235.5,1.678502e-10,1.638117e-10,1.42994e-10,1.612894e-10,1.680625e-10
236.0,1.711121e-10,1.676752e-10,1.501304e-10,1.578679e-10,1.653619e-10
236.5,1.45833e-10,1.365014e-10,1.530562e-10,1.451651e-10,1.556116e-10
237.0,1.478275e-10,1.35718e-10,1.45313e-10,1.436751e-10,1.543891e-10
237.5,1.365241e-10,1.540587e-10,1.490311e-10,1.559155e-10,1.466124e-10
238.0,1.420002e-10,1.542139e-10,1.525364e-10,1.566822e-10,1.580992e-10
238.5,1.438954e-10,1.394774e-10,1.414406e-10,1.451016e-10,1.552584e-10
239.0,1.364344e-10,1.4872e-10,1.353829e-10,1.457711e-10,1.622141e-10
239.5,1.290085e-10,1.540854e-10,1.400006e-10,1.522548e-10,1.534709e-10
240.0,1.433468e-10,1.550748e-10,1.46971e-10,1.499727e-10,1.417663e-10
240.5,1.257153e-10,1.747213e-10,1.60188e-10,1.477279e-10,1.553459e-10
241.0,1.23919e-10,1.786599e-10,1.422527e-10,1.473356e-10,1.514538e-10
241.5,1.356326e-10,1.361478e-10,1.467595e-10,1.565173e-10,1.470581e-10
242.0,1.40014e-10,1.580091e-10,1.368155e-10,1.759093e-10,1.599878e-10
242.5,1.363616e-10,1.538378e-10,1.471012e-10,1.471956e-10,1.702457e-10
243.0,1.41179e-10,1.519901e-10,1.560208e-10,1.214717e-10,1.735941e-10
243.5,1.440495e-10,1.64364e-10,1.338671e-10,1.47014e-10,1.508458e-10
244.0,1.548399e-10,1.650424e-10,1.308072e-10,1.765926e-10,1.3979e-10
244.5,1.557045e-10,1.687877e-10,1.385596e-10,1.405695e-10,1.273754e-10
245.0,1.308673e-10,1.553374e-10,1.308014e-10,1.141382e-10,1.225849e-10
245.5,1.54364e-10,1.447394e-10,1.348097e-10,1.556423e-10,1.594655e-10
246.0,1.510928e-10,1.280533e-10,1.505694e-10,1.595058e-10,1.599884e-10
246.5,1.362258e-10,1.25749e-10,1.408146e-10,1.357382e-10,1.678378e-10
247.0,1.358934e-10,1.356793e-10,1.383379e-10,1.471646e-10,1.609951e-10
247.5,1.499952e-10,1.536322e-10,1.364319e-10,1.365096e-10,1.42328e-10
248.0,1.340902e-10,1.721061e-10,1.31822e-10,1.455647e-10,1.387338e-10
248.5,1.321965e-10,1.647447e-10,1.500814e-10,1.338845e-10,1.526869e-10
249.0,1.490206e-10,1.452793e-10,1.351232e-10,1.292005e-10,1.347824e-10
249.5,1.426141e-10,1.251542e-10,1.362161e-10,1.436971e-10,1.370348e-10
250.0,1.49376e-10,1.486137e-10,1.486879e-10,1.359844e-10,1.36633e-10
250.5,1.71344e-10,1.417903e-10,1.458201e-10,1.294591e-10,1.24862e-10
251.0,1.527876e-10,1.304767e-10,1.334487e-10,1.638415e-10,1.254476e-10
251.5,1.506373e-10,1.406569e-10,1.454835e-10,1.505157e-10,1.356979e-10
252.0,1.596657e-10,1.366191e-10,1.467672e-10,1.516241e-10,1.329889e-10
252.5,1.360663e-10,1.238746e-10,1.624092e-10,1.400748e-10,1.460324e-10
253.0,1.411683e-10,1.240239e-10,1.38171e-10,1.388678e-10,1.438359e-10
253.5,1.338202e-10,1.352588e-10,1.249769e-10,1.424337e-10,1.367991e-10
254.0,1.468957e-10,1.390356e-10,1.305e-10,1.262711e-10,1.580085e-10
254.5,1.33439e-10,1.462452e-10,1.244344e-10,1.29014e-10,1.640791e-10
255.0,1.440346e-10,1.491545e-10,1.168548e-10,1.281677e-10,1.562851e-10
255.5,1.339721e-10,1.47591e-10,1.312495e-10,1.399428e-10,1.570636e-10
256.0,1.307962e-10,1.525929e-10,1.37719e-10,1.511359e-10,1.658777e-10
256.5,1.271326e-10,1.263517e-10,1.395375e-10,1.420834e-10,1.390764e-10
257.0,1.366145e-10,1.216149e-10,1.439951e-10,1.468768e-10,1.365479e-10
257.5,1.457677e-10,1.227858e-10,1.451177e-10,1.450513e-10,1.322403e-10
258.0,1.278013e-10,1.503128e-10,1.325372e-10,1.571644e-10,1.387618e-10
258.5,1.19915e-10,1.569736e-10,1.3381e-10,1.625957e-10,1.572204e-10
259.0,1.238497e-10,1.319868e-10,1.518918e-10,1.230637e-10,1.459589e-10
259.5,1.203271e-10,9.723954e-11,1.553716e-10,1.25255e-10,1.294298e-10
260.0,1.276464e-10,1.095849e-10,1.386646e-10,1.298689e-10,1.481872e-10
260.5,1.71139e-10,1.193117e-10,1.301359e-10,1.174394e-10,1.445496e-10
261.0,1.369979e-10,1.172324e-10,1.491554e-10,1.093716e-10,1.310856e-10
261.5,1.049572e-10,1.11239e-10,1.448431e-10,1.185966e-10,1.350921e-10
262.0,1.084261e-10,1.294785e-10,1.348252e-10,1.181181e-10,1.45329e-10
262.5,1.177375e-10,1.362733e-10,1.198381e-10,1.188912e-10,1.380892e-10
263.0,1.459503e-10,1.411099e-10,1.21676e-10,1.258925e-10,1.410404e-10
263.5,1.727303e-10,1.415668e-10,1.163118e-10,1.304559e-10,1.541928e-10
264.0,1.470745e-10,1.428506e-10,1.267175e-10,1.267848e-10,1.570633e-10
264.5,1.374707e-10,1.485209e-10,1.416156e-10,1.172942e-10,1.385466e-10
265.0,1.51194e-10,1.26862e-10,1.361873e-10,1.283464e-10,1.280819e-10
265.5,1.478508e-10,1.193026e-10,1.309595e-10,1.475474e-10,1.171934e-10
266.0,1.469528e-10,1.164298e-10,1.214503e-10,1.555007e-10,1.304137e-10
266.5,1.514117e-10,1.290553e-10,1.031176e-10,1.519763e-10,1.299159e-10
267.0,1.364213e-10,1.467098e-10,1.25328e-10,1.642616e-10,1.298891e-10
267.5,1.34961e-10,1.409762e-10,1.341623e-10,1.559301e-10,1.25852e-10
268.0,1.127475e-10,1.255322e-10,1.29338e-10,1.091697e-10,1.246879e-10
268.5,1.308988e-10,1.30606e-10,1.335628e-10,9.775758e-11,1.423118e-10
269.0,1.313209e-10,1.172763e-10,1.35122e-10,1.189274e-10,1.358818e-10
269.5,1.199302e-10,1.094399e-10,1.409038e-10,1.206238e-10,1.148643e-10
270.0,1.152355e-10,1.172621e-10,1.402861e-10,1.174461e-10,1.262159e-10
270.5,1.245617e-10,1.315226e-10,1.30257e-10,1.168719e-10,1.340788e-10
271.0,1.197009e-10,1.397873e-10,1.472778e-10,1.281642e-10,1.368996e-10
271.5,1.024396e-10,1.386941e-10,1.408643e-10,1.218415e-10,1.279007e-10
272.0,1.069759e-10,1.272866e-10,1.266517e-10,1.36335e-10,1.182329e-10
272.5,1.305919e-10,1.279003e-10,1.221293e-10,1.380334e-10,1.274753e-10
273.0,1.446167e-10,1.288782e-10,9.704487e-11,1.230918e-10,1.311163e-10
273.5,1.490117e-10,1.375471e-10,1.01708e-10,1.30662e-10,1.244281e-10
274.0,1.41266e-10,1.303456e-10,1.070576e-10,1.498476e-10,1.326158e-10
274.5,1.155274e-10,1.254446e-10,1.22652e-10,1.349188e-10,1.329406e-10
275.0,1.219145e-10,1.172987e-10,1.243044e-10,1.405908e-10,1.277479e-10
275.5,1.268472e-10,1.196018e-10,1.0771e-10,1.19641e-10,1.239952e-10
276.0,1.191405e-10,1.256665e-10,1.32146e-10,1.095334e-10,1.170483e-10
276.5,1.20095e-10,1.058573e-10,1.338727e-10,1.074882e-10,1.264004e-10
277.0,1.225698e-10,1.226752e-10,1.221936e-10,1.238351e-10,1.179446e-10
277.5,1.179736e-10,1.223822e-10,1.201278e-10,1.349814e-10,1.190742e-10
278.0,1.290067e-10,1.158067e-10,1.254493e-10,1.239323e-10,1.275725e-10
278.5,1.251551e-10,1.199069e-10,1.250292e-10,1.145688e-10,1.081719e-10
279.0,1.231646e-10,1.131244e-10,1.175499e-10,1.158424e-10,1.188938e-10
279.5,1.287394e-10,1.22002e-10,1.273123e-10,1.19331e-10,1.41354e-10
280.0,1.257912e-10,1.364675e-10,1.277431e-10,1.392894e-10,1.214828e-10
280.5,1.118587e-10,1.22689e-10,1.207952e-10,1.30239e-10,1.179608e-10
281.0,1.13517e-10,1.101991e-10,1.162434e-10,1.146495e-10,1.261031e-10
281.5,1.204938e-10,9.913505e-11,1.255857e-10,1.171449e-10,1.276411e-10
282.0,1.161884e-10,1.132126e-10,1.255969e-10,1.16193e-10,1.260183e-10
282.5,1.162863e-10,1.101315e-10,1.117339e-10,1.284968e-10,1.245058e-10
283.0,1.183558e-10,1.127708e-10,1.153454e-10,1.189714e-10,1.147413e-10
283.5,1.255147e-10,1.241016e-10,1.231385e-10,1.418604e-10,1.177241e-10
284.0,1.173174e-10,1.134481e-10,1.132702e-10,1.345392e-10,1.126866e-10
284.5,1.020869e-10,1.193451e-10,1.227167e-10,1.324225e-10,1.266049e-10
285.0,9.611198e-11,1.168423e-10,1.165887e-10,1.276188e-10,1.370323e-10
285.5,1.027105e-10,1.175832e-10,1.245988e-10,1.217893e-10,1.4122e-10
286.0,1.076136e-10,1.199782e-10,1.287895e-10,1.156403e-10,1.223773e-10
286.5,1.211218e-10,1.190479e-10,1.2166e-10,1.186843e-10,1.186952e-10
287.0,1.235778e-10,1.146477e-10,1.290732e-10,1.272509e-10,1.317758e-10
287.5,1.147441e-10,1.2293e-10,1.299441e-10,1.119965e-10,1.296238e-10
288.0,1.207126e-10,1.310752e-10,1.184795e-10,1.117979e-10,1.360148e-10
288.5,1.206776e-10,1.328055e-10,1.180034e-10,1.1398e-10,1.311032e-10
289.0,1.090482e-10,1.40543e-10,1.217722e-10,1.10337e-10,1.223397e-10
289.5,1.070033e-10,1.273e-10,1.331966e-10,1.016763e-10,1.249964e-10
290.0,1.022071e-10,1.157136e-10,1.261646e-10,1.009111e-10,1.221216e-10
290.5,1.219792e-10,1.085742e-10,1.178901e-10,1.114079e-10,1.241977e-10
291.0,1.245088e-10,9.832436e-11,1.22263e-10,1.129629e-10,1.125003e-10
291.5,1.191583e-10,1.026688e-10,1.1632e-10,1.116083e-10,1.087278e-10
292.0,1.137353e-10,1.208748e-10,1.150281e-10,1.299997e-10,1.285804e-10
292.5,1.097323e-10,1.216893e-10,1.127425e-10,1.19733e-10,1.259994e-10
293.0,1.157187e-10,1.182059e-10,1.205108e-10,1.224052e-10,1.233865e-10
293.5,1.208515e-10,1.229093e-10,1.246157e-10,1.178125e-10,1.253486e-10
294.0,1.227527e-10,1.124675e-10,1.142948e-10,1.279695e-10,1.287492e-10
294.5,1.195106e-10,1.089509e-10,1.107371e-10,1.337584e-10,1.13286e-10
295.0,1.114259e-10,1.115798e-10,1.16419e-10,1.121324e-10,1.11669e-10
295.5,1.149358e-10,1.267998e-10,1.138698e-10,1.141163e-10,1.071279e-10
296.0,1.249134e-10,1.050549e-10,1.301188e-10,1.046607e-10,1.064674e-10
296.5,1.265682e-10,1.032819e-10,1.210811e-10,1.107156e-10,1.12791e-10
297.0,1.214147e-10,1.012102e-10,1.182561e-10,1.17311e-10,1.179533e-10
297.5,1.295047e-10,9.127595e-11,1.130416e-10,1.218659e-10,1.204514e-10
298.0,1.235975e-10,9.163676e-11,1.122771e-10,1.043399e-10,1.263672e-10
298.5,1.028556e-10,1.014725e-10,1.114106e-10,1.1134e-10,1.289234e-10
299.0,1.082731e-10,1.061643e-10,1.222564e-10,1.284805e-10,1.163658e-10
299.5,1.12297e-10,1.09542e-10,1.131262e-10,1.226751e-10,1.230242e-10
300.0,1.194145e-10,1.035964e-10,1.105819e-10,1.062688e-10,1.544871e-10
300.5,1.155697e-10,1.058336e-10,1.196191e-10,1.07607e-10,1.15622e-10
301.0,1.038791e-10,1.082134e-10,1.221478e-10,1.060339e-10,1.100364e-10
301.5,1.095432e-10,1.17082e-10,1.172192e-10,1.203357e-10,1.05724e-10
302.0,1.136615e-10,1.049489e-10,1.04373e-10,1.173817e-10,1.018828e-10
302.5,1.091806e-10,9.498503e-11,1.111473e-10,1.19629e-10,1.107605e-10
303.0,1.123023e-10,9.114023e-11,1.131303e-10,1.251323e-10,1.206308e-10
303.5,1.070929e-10,1.055015e-10,1.149216e-10,1.129163e-10,1.205792e-10
304.0,1.163905e-10,1.015247e-10,1.162434e-10,1.111651e-10,1.13033e-10
304.5,1.07114e-10,9.478891e-11,1.014281e-10,1.196319e-10,1.154964e-10
305.0,1.032837e-10,1.105195e-10,1.078777e-10,1.100487e-10,1.040937e-10
305.5,1.038561e-10,1.186245e-10,1.058232e-10,9.096527e-11,1.010476e-10
306.0,9.700395e-11,1.13627e-10,1.112192e-10,8.496779e-11,1.079073e-10
306.5,1.059154e-10,9.857604e-11,1.20079e-10,1.054345e-10,1.058964e-10
307.0,1.099621e-10,1.061755e-10,1.051326e-10,1.041666e-10,9.807875e-11
307.5,1.161918e-10,1.13256e-10,1.069625e-10,9.136281e-11,1.026528e-10
308.0,1.203311e-10,1.248284e-10,1.064295e-10,8.226866e-11,1.171567e-10
308.5,1.177918e-10,1.12634e-10,1.089275e-10,1.059932e-10,1.238295e-10
309.0,1.214445e-10,1.085295e-10,1.126912e-10,1.204786e-10,9.465115e-11
309.5,1.116401e-10,9.434542e-11,1.062594e-10,1.173452e-10,1.105354e-10
310.0,1.041444e-10,9.873766e-11,9.534052e-11,9.760767e-11,1.254839e-10
310.5,9.086807e-11,1.098383e-10,9.68698e-11,1.046402e-10,1.288253e-10
311.0,9.918856e-11,9.857232e-11,9.452934e-11,9.467657e-11,1.261429e-10
311.5,1.004955e-10,1.045274e-10,1.052754e-10,9.594401e-11,1.163183e-10
312.0,1.052287e-10,1.139641e-10,1.089583e-10,1.09732e-10,1.094523e-10
312.5,1.024643e-10,1.168836e-10,9.338375e-11,1.03669e-10,1.123294e-10
313.0,1.068973e-10,9.990444e-11,9.355943e-11,1.066843e-10,9.381146e-11
313.5,1.161281e-10,1.03477e-10,9.820612e-11,1.014599e-10,9.790817e-11
314.0,1.063882e-10,9.891704e-11,9.184269e-11,9.315376e-11,1.07099e-10
314.5,9.925032e-11,9.959763e-11,9.377597e-11,9.42806e-11,1.053146e-10
315.0,1.019148e-10,9.927884e-11,8.806236e-11,1.078392e-10,9.122313e-11
315.5,1.008212e-10,1.006867e-10,8.678865e-11,1.163395e-10,8.722506e-11
