Hz,173N,173m,73mFOn,173S,173nfo
158.0,2.947304e-10,2.471795e-10,2.218058e-10,2.694549e-10,3.02365e-10
158.5,2.69043e-10,2.459594e-10,2.318895e-10,2.757923e-10,2.743879e-10
159.0,2.516346e-10,2.380011e-10,2.4133e-10,2.586226e-10,2.525318e-10
159.5,2.528395e-10,2.585793e-10,2.485287e-10,2.632517e-10,2.766381e-10
160.0,2.855429e-10,2.394201e-10,2.633878e-10,2.651259e-10,2.694902e-10
160.5,2.661882e-10,2.377854e-10,2.890451e-10,2.708835e-10,2.534028e-10
161.0,2.606211e-10,2.209991e-10,2.581294e-10,2.629802e-10,2.537849e-10
161.5,2.577756e-10,2.508037e-10,2.564711e-10,2.435321e-10,2.585391e-10
162.0,2.688423e-10,2.57786e-10,2.190219e-10,2.405081e-10,2.571961e-10
162.5,2.286777e-10,2.099108e-10,2.403585e-10,2.557658e-10,2.40037e-10
163.0,2.616282e-10,2.242901e-10,2.726015e-10,2.727131e-10,2.364193e-10
163.5,2.620122e-10,2.579555e-10,2.905352e-10,2.725163e-10,2.518254e-10
164.0,2.155246e-10,2.673969e-10,2.612061e-10,2.477313e-10,2.578487e-10
164.5,2.32991e-10,2.617226e-10,2.556773e-10,1.939935e-10,2.42784e-10
165.0,2.478423e-10,2.647577e-10,2.7733e-10,2.365431e-10,2.268847e-10
165.5,2.681717e-10,2.652424e-10,2.674453e-10,2.48246e-10,2.268049e-10
166.0,2.429567e-10,2.576088e-10,2.594677e-10,2.518399e-10,2.299941e-10
166.5,2.110582e-10,2.339664e-10,2.578088e-10,2.580033e-10,2.38167e-10
167.0,2.443278e-10,2.09979e-10,2.548516e-10,2.524388e-10,2.147344e-10
167.5,2.648622e-10,2.332361e-10,2.342702e-10,2.548931e-10,2.004334e-10
168.0,2.405098e-10,2.373558e-10,2.486161e-10,2.465424e-10,2.623207e-10
168.5,2.337656e-10,2.293573e-10,2.616973e-10,2.498269e-10,2.518482e-10
169.0,2.418979e-10,2.39757e-10,2.434389e-10,2.425788e-10,2.174696e-10
169.5,2.151151e-10,2.465364e-10,2.371837e-10,2.414601e-10,2.384915e-10
170.0,2.309177e-10,2.503792e-10,2.513452e-10,2.455668e-10,2.421346e-10
170.5,2.391367e-10,2.721549e-10,2.318991e-10,2.156807e-10,2.344371e-10
171.0,2.403633e-10,2.724874e-10,2.274133e-10,2.034441e-10,2.156498e-10
171.5,2.226434e-10,2.46938e-10,2.236908e-10,2.155502e-10,2.018086e-10
172.0,2.352809e-10,2.504895e-10,2.544724e-10,2.441777e-10,2.387603e-10
172.5,2.544138e-10,2.37814e-10,2.38401e-10,2.436551e-10,2.547525e-10
173.0,2.654371e-10,2.156658e-10,2.268161e-10,2.197083e-10,2.152793e-10
173.5,2.437726e-10,2.478429e-10,2.438417e-10,1.972857e-10,2.025395e-10
174.0,2.221927e-10,2.246777e-10,2.455085e-10,2.155767e-10,2.441281e-10
174.5,2.35675e-10,2.23282e-10,2.551237e-10,2.274877e-10,2.843119e-10
175.0,2.204788e-10,2.165543e-10,2.461836e-10,2.270288e-10,2.614378e-10
175.5,2.363011e-10,2.196503e-10,2.2497e-10,2.315695e-10,2.178654e-10
176.0,2.344236e-10,2.436829e-10,2.231303e-10,2.34706e-10,2.036529e-10
176.5,2.182944e-10,2.0861e-10,2.12358e-10,2.412076e-10,2.255758e-10
177.0,2.513577e-10,1.922918e-10,2.062344e-10,2.362437e-10,2.123104e-10
177.5,2.581985e-10,2.321134e-10,2.278991e-10,1.996126e-10,2.322262e-10
178.0,2.393865e-10,2.484696e-10,2.116742e-10,1.936814e-10,2.420049e-10
178.5,2.470099e-10,2.164144e-10,1.891619e-10,2.194323e-10,2.255498e-10
179.0,2.051248e-10,1.984926e-10,1.862481e-10,2.211398e-10,2.287091e-10
179.5,2.033011e-10,2.178284e-10,2.08844e-10,2.177989e-10,2.172522e-10
180.0,2.383299e-10,2.203178e-10,1.96678e-10,2.414545e-10,2.000877e-10
180.5,2.115991e-10,1.957771e-10,2.294349e-10,2.506273e-10,2.044979e-10
181.0,1.923629e-10,2.27309e-10,2.337715e-10,2.231149e-10,2.418191e-10
181.5,2.06481e-10,2.363978e-10,2.402224e-10,2.352656e-10,2.28547e-10
182.0,2.152843e-10,2.367325e-10,2.260216e-10,2.060754e-10,2.139587e-10
182.5,2.086152e-10,2.084356e-10,2.257348e-10,2.073993e-10,2.0892e-10
183.0,2.106886e-10,1.903589e-10,2.123074e-10,2.430528e-10,2.099139e-10
183.5,2.153967e-10,1.962163e-10,2.092949e-10,2.576807e-10,2.173412e-10
184.0,2.238622e-10,2.046889e-10,1.89642e-10,2.411592e-10,2.147768e-10
184.5,2.282965e-10,2.196803e-10,2.088618e-10,2.062172e-10,2.479786e-10
185.0,2.062634e-10,2.35789e-10,2.455595e-10,2.149e-10,2.396087e-10
185.5,2.210738e-10,2.150357e-10,2.271925e-10,2.366098e-10,2.248455e-10
186.0,2.171796e-10,1.962935e-10,2.289333e-10,2.068324e-10,2.141639e-10
186.5,2.380241e-10,2.024679e-10,2.124028e-10,2.047193e-10,2.173214e-10
187.0,2.260507e-10,1.994565e-10,2.331069e-10,2.122836e-10,1.839494e-10
187.5,2.058794e-10,2.157517e-10,2.070309e-10,2.374571e-10,2.105282e-10
188.0,1.904479e-10,2.043465e-10,1.943461e-10,2.23788e-10,1.897099e-10
188.5,1.880507e-10,1.985956e-10,2.058241e-10,2.075812e-10,1.823766e-10
189.0,1.801977e-10,2.111425e-10,2.042268e-10,2.194253e-10,1.693647e-10
189.5,2.064026e-10,2.013746e-10,1.97345e-10,2.077676e-10,1.741445e-10
190.0,2.021862e-10,2.188275e-10,1.944015e-10,1.928193e-10,2.12381e-10
190.5,2.100879e-10,2.255417e-10,2.081176e-10,1.923425e-10,2.135309e-10
191.0,1.888778e-10,1.981879e-10,1.757429e-10,2.021177e-10,2.066128e-10
191.5,2.10116e-10,1.940609e-10,1.933683e-10,1.703124e-10,1.991202e-10
192.0,2.182091e-10,2.208619e-10,2.166142e-10,1.879575e-10,2.100751e-10
192.5,2.029695e-10,2.310112e-10,2.143625e-10,1.866805e-10,2.161397e-10
193.0,2.1264e-10,1.978289e-10,2.024988e-10,2.1665e-10,2.189074e-10
193.5,2.184945e-10,1.920104e-10,2.20182e-10,1.983112e-10,2.02226e-10
194.0,1.952167e-10,1.819352e-10,2.24057e-10,1.616889e-10,2.032909e-10
194.5,1.693872e-10,1.931316e-10,2.172187e-10,1.864779e-10,2.293852e-10
195.0,1.700307e-10,1.667223e-10,2.194269e-10,2.198656e-10,2.001688e-10
195.5,1.963186e-10,1.563739e-10,1.936716e-10,2.014121e-10,1.872565e-10
196.0,2.075723e-10,1.82427e-10,1.927858e-10,2.143035e-10,1.805066e-10
196.5,1.77946e-10,1.693693e-10,2.035518e-10,2.042326e-10,1.936473e-10
197.0,2.018264e-10,1.633146e-10,2.057204e-10,2.013862e-10,2.056459e-10
197.5,2.06171e-10,1.711645e-10,1.965466e-10,2.07003e-10,2.06485e-10
198.0,2.214074e-10,1.822294e-10,1.866662e-10,2.0243e-10,2.106943e-10
198.5,1.938606e-10,2.082489e-10,1.85921e-10,1.855238e-10,1.956316e-10
199.0,1.855191e-10,2.037816e-10,1.706485e-10,1.818592e-10,1.942986e-10
199.5,1.686504e-10,2.016208e-10,1.642378e-10,1.89444e-10,2.030389e-10
200.0,1.778724e-10,1.937255e-10,1.689015e-10,1.990375e-10,1.841114e-10
200.5,1.838243e-10,1.753787e-10,1.950193e-10,1.984092e-10,1.914933e-10
201.0,1.949606e-10,1.816706e-10,2.024071e-10,1.913779e-10,2.031493e-10
201.5,1.859761e-10,1.872304e-10,1.902581e-10,2.003944e-10,1.97067e-10
202.0,1.697832e-10,2.097699e-10,1.855402e-10,2.202947e-10,2.192374e-10
202.5,1.857791e-10,1.953834e-10,1.903588e-10,2.088645e-10,2.039468e-10
203.0,2.024003e-10,1.738029e-10,1.873316e-10,2.00341e-10,1.899466e-10
203.5,1.960463e-10,1.74069e-10,1.724706e-10,2.009526e-10,1.842578e-10
204.0,1.712546e-10,1.67845e-10,1.684359e-10,1.98161e-10,1.75792e-10
204.5,1.829898e-10,1.880328e-10,1.741182e-10,2.158821e-10,1.728889e-10
205.0,1.929856e-10,1.785296e-10,1.605825e-10,1.996986e-10,1.865186e-10
205.5,1.869558e-10,1.815628e-10,1.572755e-10,1.700789e-10,1.738402e-10
206.0,2.004582e-10,1.886509e-10,1.349128e-10,1.787996e-10,1.680571e-10
206.5,1.989159e-10,1.85078e-10,1.523542e-10,1.849946e-10,1.622761e-10
207.0,1.913103e-10,2.043802e-10,1.867797e-10,2.106937e-10,1.725792e-10
207.5,1.802791e-10,2.264714e-10,2.042567e-10,2.031214e-10,1.860363e-10
208.0,1.622114e-10,2.284218e-10,1.720863e-10,1.915375e-10,1.847409e-10
208.5,1.622579e-10,1.892705e-10,2.012328e-10,1.7249e-10,1.87996e-10
209.0,1.533322e-10,1.797129e-10,2.024263e-10,1.767068e-10,1.772879e-10
209.5,1.543605e-10,1.961014e-10,1.96451e-10,1.991126e-10,1.782104e-10
210.0,1.848437e-10,1.792339e-10,2.105385e-10,1.862764e-10,1.98614e-10
210.5,1.800466e-10,1.808103e-10,2.092574e-10,1.884285e-10,1.889589e-10
211.0,1.551473e-10,1.933291e-10,1.754359e-10,1.823368e-10,1.847742e-10
211.5,1.417101e-10,1.927581e-10,1.852937e-10,1.541508e-10,1.747259e-10
212.0,1.763179e-10,1.783217e-10,1.583809e-10,1.812876e-10,1.652988e-10
212.5,1.886898e-10,1.820317e-10,1.593043e-10,1.923546e-10,1.519208e-10
213.0,1.88434e-10,1.711782e-10,1.784841e-10,1.844179e-10,1.611008e-10
213.5,1.7104e-10,1.619717e-10,1.911997e-10,1.547464e-10,1.776059e-10
214.0,1.83731e-10,1.760741e-10,1.716665e-10,1.438162e-10,1.728609e-10
214.5,1.990469e-10,1.522607e-10,1.681612e-10,1.701008e-10,1.813908e-10
215.0,1.913977e-10,1.5334e-10,1.661809e-10,1.954035e-10,1.883803e-10
215.5,1.635549e-10,1.911929e-10,1.814306e-10,1.761261e-10,1.823356e-10
216.0,1.735543e-10,1.935892e-10,1.905168e-10,1.663816e-10,1.575157e-10
216.5,1.543177e-10,1.813396e-10,1.819277e-10,1.867167e-10,1.620149e-10
217.0,1.782023e-10,2.057943e-10,1.692182e-10,1.880491e-10,1.523249e-10
217.5,1.847954e-10,2.133903e-10,1.741659e-10,1.90531e-10,1.73264e-10
218.0,1.708225e-10,1.775073e-10,1.778095e-10,1.773882e-10,1.777471e-10
218.5,1.660652e-10,1.689023e-10,1.689746e-10,1.62423e-10,1.842507e-10
219.0,1.808434e-10,1.769684e-10,1.668935e-10,1.70553e-10,1.891613e-10
219.5,1.747864e-10,1.82189e-10,1.716769e-10,1.486008e-10,1.912257e-10
220.0,1.84723e-10,1.747995e-10,1.637139e-10,1.636843e-10,1.811538e-10
220.5,1.732591e-10,1.508738e-10,1.670023e-10,1.610991e-10,1.76393e-10
221.0,1.575955e-10,1.436457e-10,1.668811e-10,1.473704e-10,1.659073e-10
221.5,1.710337e-10,1.847642e-10,1.775202e-10,1.542477e-10,1.719867e-10
222.0,1.705755e-10,2.015724e-10,1.649428e-10,1.685339e-10,1.741449e-10
222.5,1.639642e-10,1.98813e-10,1.585511e-10,1.927741e-10,1.734476e-10
223.0,1.409954e-10,1.764498e-10,1.756299e-10,1.767e-10,1.83135e-10
223.5,1.519457e-10,1.705105e-10,1.623301e-10,1.594743e-10,1.810027e-10
224.0,1.595618e-10,1.522246e-10,1.694792e-10,1.803487e-10,1.594393e-10
224.5,1.520097e-10,1.445111e-10,1.54331e-10,1.935225e-10,1.78562e-10
225.0,1.427067e-10,1.718997e-10,1.590231e-10,1.831197e-10,1.874373e-10
225.5,1.48681e-10,1.733878e-10,1.849137e-10,1.756537e-10,1.612702e-10
226.0,1.421248e-10,1.484729e-10,1.665643e-10,1.608714e-10,1.535392e-10
226.5,1.483016e-10,1.341105e-10,1.543271e-10,1.645249e-10,1.527357e-10
227.0,1.675177e-10,1.36636e-10,1.721882e-10,1.576081e-10,1.525002e-10
227.5,1.710818e-10,1.550332e-10,1.731487e-10,1.455695e-10,1.568721e-10
228.0,1.515677e-10,1.5631e-10,1.871643e-10,1.695399e-10,1.608498e-10
228.5,1.605036e-10,1.371451e-10,1.810618e-10,1.701478e-10,1.560304e-10
229.0,1.844865e-10,1.356771e-10,1.540605e-10,1.634112e-10,1.701782e-10
229.5,1.683153e-10,1.60078e-10,1.523504e-10,1.463056e-10,1.831855e-10
230.0,1.504618e-10,1.690702e-10,1.729502e-10,1.475087e-10,1.693716e-10
230.5,1.375434e-10,1.571514e-10,1.854336e-10,1.512024e-10,1.372693e-10
231.0,1.589102e-10,1.855384e-10,1.865991e-10,1.694399e-10,1.286519e-10
231.5,1.447227e-10,1.936003e-10,1.809663e-10,1.786816e-10,1.356307e-10
232.0,1.596562e-10,1.921794e-10,1.783469e-10,1.723558e-10,1.430288e-10
232.5,1.573198e-10,1.801184e-10,1.648604e-10,1.673525e-10,1.491312e-10
233.0,1.362015e-10,1.839784e-10,1.635092e-10,1.566826e-10,1.435829e-10
233.5,1.531177e-10,1.635491e-10,1.879178e-10,1.605231e-10,1.651007e-10
234.0,1.57027e-10,1.452141e-10,1.619142e-10,1.410526e-10,1.703057e-10
234.5,1.541908e-10,1.562017e-10,1.751736e-10,1.635982e-10,1.423416e-10
235.0,1.673164e-10,1.408276e-10,1.585659e-10,1.670296e-10,1.372602e-10
235.5,1.527861e-10,1.32516e-10,1.463563e-10,1.659784e-10,1.424871e-10
236.0,1.355442e-10,1.386316e-10,1.552738e-10,1.649783e-10,1.482665e-10
236.5,1.255881e-10,1.486161e-10,1.897536e-10,1.638342e-10,1.5537e-10
237.0,1.618063e-10,1.324988e-10,1.784365e-10,1.538353e-10,1.705647e-10
237.5,1.742028e-10,1.615784e-10,1.684676e-10,1.66672e-10,1.702877e-10
238.0,1.459182e-10,1.629552e-10,1.549879e-10,1.687473e-10,1.585648e-10
238.5,1.626263e-10,1.515823e-10,1.479786e-10,1.592484e-10,1.630949e-10
239.0,1.913569e-10,1.439675e-10,1.623314e-10,1.472917e-10,1.591225e-10
239.5,1.699097e-10,1.45819e-10,1.777622e-10,1.443598e-10,1.402412e-10
240.0,1.484542e-10,1.609595e-10,1.554756e-10,1.525478e-10,1.333121e-10
240.5,1.548997e-10,1.476666e-10,1.217315e-10,1.677679e-10,1.363514e-10
241.0,1.482823e-10,1.508689e-10,1.108729e-10,1.529397e-10,1.308084e-10
241.5,1.541462e-10,1.835482e-10,1.41383e-10,1.519359e-10,1.617086e-10
242.0,1.40757e-10,1.586572e-10,1.523035e-10,1.632907e-10,1.54971e-10
242.5,1.367695e-10,1.312347e-10,1.533514e-10,1.527235e-10,1.382036e-10
243.0,1.511517e-10,1.467144e-10,1.509309e-10,1.511274e-10,1.285656e-10
243.5,1.47974e-10,1.510742e-10,1.667119e-10,1.618738e-10,1.286613e-10
244.0,1.716736e-10,1.470553e-10,1.496544e-10,1.425141e-10,1.483041e-10
244.5,1.759508e-10,1.454816e-10,1.537669e-10,1.525404e-10,1.645823e-10
245.0,1.621807e-10,1.334425e-10,1.628325e-10,1.652703e-10,1.684998e-10
245.5,1.437779e-10,1.227473e-10,1.408197e-10,1.651531e-10,1.524244e-10
246.0,1.372628e-10,1.329095e-10,1.233614e-10,1.410421e-10,1.309702e-10
246.5,1.753468e-10,1.602125e-10,1.36038e-10,1.380272e-10,1.375442e-10
247.0,1.596335e-10,1.670362e-10,1.29717e-10,1.538539e-10,1.681883e-10
247.5,1.464044e-10,1.324438e-10,1.570628e-10,1.604076e-10,1.574481e-10
248.0,1.601036e-10,1.286055e-10,1.538189e-10,1.477492e-10,1.465538e-10
248.5,1.545859e-10,1.325074e-10,1.396333e-10,1.345518e-10,1.341866e-10
249.0,1.427004e-10,1.458847e-10,1.371472e-10,1.311123e-10,1.434113e-10
249.5,1.420547e-10,1.475686e-10,1.494565e-10,1.489109e-10,1.389342e-10
250.0,1.465409e-10,1.358264e-10,1.410998e-10,1.360985e-10,1.457888e-10
250.5,1.425562e-10,1.359887e-10,1.333934e-10,1.393539e-10,1.329237e-10
251.0,1.43376e-10,1.398569e-10,1.45497e-10,1.329423e-10,1.204756e-10
251.5,1.336871e-10,1.387862e-10,1.493912e-10,1.644497e-10,1.383335e-10
252.0,1.224372e-10,1.526034e-10,1.507957e-10,1.629494e-10,1.584618e-10
252.5,1.476439e-10,1.657956e-10,1.450677e-10,1.514895e-10,1.461287e-10
253.0,1.327727e-10,1.397005e-10,1.416435e-10,1.544613e-10,1.514443e-10
253.5,1.105276e-10,1.412991e-10,1.414698e-10,1.318834e-10,1.381677e-10
254.0,1.522497e-10,1.469013e-10,1.444591e-10,1.355742e-10,1.422999e-10
254.5,1.565417e-10,1.483658e-10,1.386727e-10,1.495172e-10,1.369354e-10
255.0,1.523926e-10,1.195948e-10,1.208438e-10,1.535654e-10,1.359621e-10
255.5,1.571356e-10,1.291384e-10,1.173422e-10,1.565028e-10,1.406601e-10
256.0,1.337711e-10,1.347131e-10,1.136127e-10,1.284936e-10,1.522308e-10
256.5,1.345251e-10,1.333747e-10,1.269578e-10,1.129562e-10,1.356788e-10
257.0,1.421816e-10,1.485099e-10,1.253453e-10,1.07588e-10,1.454624e-10
257.5,1.382322e-10,1.510241e-10,1.305423e-10,1.304444e-10,1.498457e-10
258.0,1.349197e-10,1.267974e-10,1.472867e-10,1.380452e-10,1.387651e-10
258.5,1.312187e-10,1.343917e-10,1.249963e-10,1.53839e-10,1.277304e-10
259.0,1.34924e-10,1.431027e-10,1.153495e-10,1.524811e-10,1.397795e-10
259.5,1.333855e-10,1.2948e-10,1.327476e-10,1.316184e-10,1.514349e-10
260.0,1.541668e-10,1.360902e-10,1.384235e-10,1.203554e-10,1.457731e-10
260.5,1.510083e-10,1.325369e-10,1.320964e-10,1.177205e-10,1.231321e-10
261.0,1.459961e-10,1.288808e-10,1.221989e-10,1.19949e-10,1.200729e-10
261.5,1.403219e-10,1.200137e-10,1.428487e-10,1.303772e-10,1.156363e-10
262.0,1.294015e-10,1.233294e-10,1.402194e-10,1.275754e-10,1.306607e-10
262.5,1.313204e-10,1.351675e-10,1.369322e-10,1.311673e-10,1.466739e-10
263.0,1.423858e-10,1.284768e-10,1.47975e-10,1.29772e-10,1.350546e-10
263.5,1.280829e-10,1.39226e-10,1.466064e-10,1.186329e-10,1.164982e-10
264.0,1.298117e-10,1.455632e-10,1.276725e-10,1.276215e-10,1.106887e-10
264.5,1.263327e-10,1.369493e-10,1.371239e-10,1.424679e-10,1.126882e-10
265.0,1.26807e-10,1.321053e-10,1.447363e-10,1.307527e-10,1.356814e-10
265.5,1.426725e-10,1.307984e-10,1.46433e-10,1.289538e-10,1.395301e-10
266.0,1.505828e-10,1.382627e-10,1.347778e-10,1.207319e-10,1.232135e-10
266.5,1.536369e-10,1.575934e-10,1.141684e-10,1.174339e-10,1.180182e-10
267.0,1.344766e-10,1.387943e-10,1.172625e-10,1.223155e-10,1.439343e-10
267.5,1.247698e-10,1.158061e-10,1.18824e-10,1.462392e-10,1.38019e-10
268.0,1.295306e-10,1.301997e-10,1.259857e-10,1.349272e-10,1.288525e-10
268.5,1.408266e-10,1.401933e-10,1.339292e-10,1.391098e-10,1.238339e-10
269.0,1.412047e-10,1.280682e-10,1.243716e-10,1.408134e-10,1.31414e-10
269.5,1.413376e-10,1.160684e-10,1.32703e-10,1.39886e-10,1.434476e-10
270.0,1.329944e-10,1.25265e-10,1.336395e-10,1.26872e-10,1.195892e-10
270.5,1.151961e-10,1.275597e-10,1.404668e-10,1.295522e-10,1.21597e-10
271.0,1.201174e-10,1.183385e-10,1.171987e-10,1.242265e-10,1.280639e-10
271.5,1.241009e-10,1.117241e-10,1.059477e-10,1.295831e-10,1.253664e-10
272.0,1.33407e-10,1.256308e-10,1.275745e-10,1.166805e-10,1.066881e-10
272.5,1.278054e-10,1.396046e-10,1.201522e-10,1.178319e-10,1.070794e-10
273.0,1.166352e-10,1.340437e-10,1.312312e-10,1.288513e-10,1.310477e-10
273.5,1.242577e-10,1.282533e-10,1.504873e-10,1.286728e-10,1.446204e-10
274.0,1.172329e-10,1.284841e-10,1.318088e-10,1.220499e-10,1.334856e-10
274.5,1.262772e-10,1.372839e-10,1.343651e-10,1.417134e-10,1.261064e-10
275.0,1.2153e-10,1.368445e-10,1.306075e-10,1.421369e-10,1.212467e-10
275.5,1.161224e-10,1.34948e-10,1.076998e-10,1.401515e-10,1.246313e-10
276.0,1.312712e-10,1.405187e-10,1.132983e-10,1.396935e-10,1.370322e-10
276.5,1.330164e-10,1.206163e-10,1.178152e-10,1.273581e-10,1.431261e-10
277.0,1.332149e-10,1.251252e-10,1.249784e-10,1.172715e-10,1.251176e-10
277.5,1.28708e-10,1.264521e-10,1.139714e-10,1.072566e-10,1.3058e-10
278.0,1.264659e-10,1.180872e-10,1.427321e-10,1.065377e-10,1.315602e-10
278.5,1.28524e-10,1.092855e-10,1.487774e-10,1.407181e-10,1.326032e-10
279.0,1.230598e-10,1.237293e-10,1.223082e-10,1.318067e-10,1.170263e-10
279.5,1.085504e-10,1.244683e-10,1.238091e-10,1.333685e-10,1.213384e-10
280.0,1.24723e-10,1.255834e-10,1.309149e-10,1.162417e-10,1.173496e-10
280.5,1.385996e-10,1.092918e-10,1.304359e-10,1.23133e-10,1.085347e-10
281.0,1.185988e-10,1.140187e-10,1.325109e-10,1.533296e-10,1.026085e-10
281.5,1.090731e-10,1.335856e-10,1.23396e-10,1.343085e-10,1.053678e-10
282.0,1.208712e-10,1.244323e-10,1.317079e-10,1.068678e-10,1.261154e-10
282.5,1.28484e-10,1.152017e-10,1.306136e-10,1.151135e-10,1.343713e-10
283.0,1.28432e-10,1.115333e-10,1.068305e-10,1.178011e-10,1.432219e-10
283.5,1.357078e-10,1.230495e-10,1.257279e-10,1.238962e-10,1.396957e-10
284.0,1.347636e-10,1.183218e-10,1.250003e-10,1.017572e-10,1.408747e-10
284.5,1.272422e-10,1.323089e-10,1.100071e-10,9.511918e-11,1.248547e-10
285.0,1.350554e-10,1.261105e-10,1.121105e-10,1.226308e-10,1.146167e-10
285.5,1.252826e-10,1.229062e-10,1.20818e-10,1.288962e-10,1.197795e-10
286.0,1.310849e-10,1.144976e-10,1.261664e-10,1.149633e-10,1.148076e-10
286.5,1.157728e-10,1.198845e-10,1.376973e-10,1.11102e-10,1.146994e-10
287.0,1.115324e-10,1.259982e-10,1.403811e-10,1.152612e-10,1.254056e-10
287.5,1.184923e-10,1.26705e-10,1.288425e-10,1.074634e-10,1.09479e-10
288.0,1.112269e-10,1.111216e-10,1.137135e-10,1.218551e-10,1.197662e-10
288.5,1.239783e-10,1.069814e-10,1.327205e-10,1.166869e-10,1.237777e-10
289.0,1.192707e-10,1.140012e-10,1.382485e-10,9.577131e-11,1.179783e-10
289.5,1.116455e-10,1.304402e-10,1.132286e-10,1.095873e-10,1.178241e-10
290.0,1.205106e-10,1.233184e-10,1.162186e-10,1.232039e-10,1.15908e-10
290.5,9.662482e-11,1.268284e-10,1.142735e-10,1.19294e-10,9.194972e-11
291.0,1.027795e-10,1.202393e-10,9.787644e-11,1.161217e-10,9.666024e-11
291.5,1.209507e-10,1.250298e-10,1.179192e-10,9.958769e-11,9.249264e-11
292.0,1.234126e-10,1.264114e-10,1.253956e-10,1.371732e-10,1.049825e-10
292.5,1.132335e-10,1.222151e-10,1.159285e-10,1.292009e-10,1.146553e-10
293.0,1.075752e-10,1.131966e-10,1.092903e-10,1.163644e-10,1.126933e-10
293.5,1.066333e-10,1.134791e-10,9.712989e-11,1.076338e-10,1.168861e-10
294.0,1.10769e-10,1.318855e-10,1.069679e-10,1.172364e-10,1.222464e-10
294.5,1.13908e-10,1.351706e-10,1.173255e-10,1.134657e-10,1.246237e-10
295.0,1.24587e-10,1.180738e-10,1.209352e-10,1.057181e-10,1.254992e-10
295.5,1.045902e-10,9.509229e-11,1.240047e-10,1.089166e-10,1.163776e-10
296.0,1.077023e-10,1.385303e-10,1.132714e-10,1.272706e-10,9.236844e-11
296.5,1.237844e-10,1.432701e-10,1.231386e-10,1.471449e-10,1.143238e-10
297.0,1.196862e-10,1.016003e-10,1.381778e-10,1.193142e-10,1.130928e-10
297.5,1.061171e-10,9.86483e-11,1.286855e-10,1.058946e-10,1.07693e-10
298.0,1.156313e-10,1.102166e-10,1.267524e-10,1.3358e-10,1.118065e-10
298.5,1.190949e-10,1.219101e-10,1.06054e-10,1.146364e-10,1.146439e-10
299.0,1.07682e-10,1.323916e-10,1.087263e-10,1.088959e-10,1.066006e-10
299.5,1.097286e-10,1.215907e-10,1.105182e-10,1.20502e-10,1.156406e-10
300.0,1.097576e-10,1.10549e-10,1.060468e-10,1.307323e-10,1.013139e-10
300.5,1.02056e-10,1.143007e-10,1.175392e-10,1.22389e-10,9.989588e-11
301.0,9.694474e-11,1.203955e-10,1.314128e-10,1.336827e-10,9.955694e-11
301.5,1.084643e-10,1.049302e-10,1.281512e-10,1.414426e-10,9.877965e-11
302.0,1.167196e-10,1.112629e-10,1.077667e-10,1.08839e-10,9.517142e-11
302.5,1.072914e-10,1.113718e-10,1.158161e-10,1.098404e-10,9.881167e-11
303.0,9.597331e-11,1.018537e-10,1.017414e-10,1.022158e-10,1.211501e-10
303.5,9.829993e-11,1.019081e-10,9.644902e-11,1.006071e-10,1.365538e-10
304.0,1.033737e-10,1.238811e-10,1.0811e-10,9.418363e-11,1.171358e-10
304.5,9.64446e-11,1.089148e-10,1.272173e-10,1.15317e-10,9.98804e-11
305.0,1.095058e-10,1.157716e-10,1.12465e-10,1.194206e-10,1.063333e-10
305.5,1.293628e-10,1.113782e-10,1.018102e-10,1.158923e-10,1.0204e-10
306.0,1.023295e-10,1.026266e-10,1.065501e-10,1.105411e-10,1.070225e-10
306.5,9.305402e-11,1.192045e-10,1.00071e-10,1.186193e-10,1.08341e-10
307.0,9.816679e-11,1.219785e-10,1.026976e-10,1.190567e-10,1.083305e-10
307.5,1.088819e-10,1.152007e-10,1.060418e-10,1.267723e-10,1.1671e-10
308.0,1.099726e-10,1.134358e-10,8.979227e-11,1.195387e-10,1.077339e-10
308.5,1.200741e-10,1.027028e-10,1.014219e-10,9.794515e-11,9.646683e-11
309.0,1.072994e-10,9.493791e-11,1.135526e-10,1.139194e-10,1.107188e-10
309.5,1.009422e-10,9.139166e-11,1.148198e-10,1.364637e-10,1.132024e-10
310.0,1.050134e-10,9.891922e-11,1.020617e-10,1.176807e-10,1.155099e-10
310.5,1.041712e-10,1.124388e-10,9.990217e-11,1.096441e-10,1.023186e-10
311.0,9.921465e-11,1.137255e-10,1.110685e-10,1.119354e-10,1.031219e-10
311.5,9.092795e-11,1.107591e-10,1.064978e-10,1.092885e-10,1.047466e-10
312.0,1.013295e-10,1.099577e-10,9.960294e-11,9.440643e-11,1.145128e-10
312.5,1.057089e-10,1.194842e-10,1.045412e-10,9.133219e-11,1.21896e-10
313.0,1.024452e-10,1.123989e-10,1.094467e-10,1.001385e-10,1.09475e-10
313.5,1.092284e-10,1.296562e-10,1.015031e-10,9.948981e-11,8.965884e-11
314.0,1.094917e-10,1.336324e-10,1.05371e-10,1.034735e-10,9.03529e-11
314.5,1.107484e-10,1.166029e-10,9.81933e-11,9.554149e-11,1.04078e-10
315.0,9.996607e-11,9.969103e-11,1.053306e-10,1.122236e-10,1.039474e-10
315.5,9.867166e-11,9.840458e-11,1.046193e-10,1.158623e-10,1.109301e-10
316.0,1.007911e-10,1.132431e-10,1.039518e-10,1.118346e-10,1.023015e-10
